,Gene,index
164,ADAMTS9,164
165,WWTR1,165
166,GM25701,166
167,IRF2,167
168,XRCC6,168
169,TOP2A,169
170,RUVBL1,170
171,RUVBL2,171
172,SOX17,172
173,OTX2,173
174,L1TD1,174
175,SUZ12,175
176,TFEB,176
177,MLLT1,177
178,NANOG,178
179,MIR3070B,179
180,ME1,180
181,PRDM14,181
182,GM27326,182
183,BRPF1,183
184,GM25787,184
185,GM14519,185
186,XBP1,186
187,SFI1,187
188,PAX8,188
189,IMPDH1,189
190,GM26426,190
191,CENPB,191
192,GTF2H4,192
193,KANK2,193
194,NFYB,194
195,NUTF2-PS2,195
196,MIR5121,196
197,ZFP296,197
198,HSPA5,198
199,MBD2,199
200,TRIP6,200
201,GM26448,201
202,ATF4,202
203,FXYD3,203
204,EMX2,204
205,HCFC1,205
206,GM20721,206
207,PLAG1,207
208,ZFP219,208
209,GM2399,209
210,MME,210
211,MIR669G,211
212,P3H4,212
213,MATR3,213
214,ZBTB32,214
215,RFX7,215
216,ZFAS1,216
217,KLF9,217
218,CALCOCO1,218
219,XAB2,219
220,HDAC3,220
221,MLXIPL,221
222,ELK4,222
223,FGF4,223
224,P3H1,224
225,TCEA3,225
226,MCM7,226
227,MIR669A-1,227
228,MAML3,228
229,GM42429,229
230,CALR,230
231,PBX4,231
232,CTSD,232
233,HMGB2,233
234,GM23651,234
235,MEN1,235
236,RBM14,236
237,RNF6,237
238,CTNNB1,238
239,EDEM1,239
240,SALL4,240
241,GM9531,241
242,RIAN,242
243,TGFB1,243
244,GM23136,244
245,GM22988,245
246,SRM,246
247,EP400,247
248,FOXQ1,248
249,FRRS1,249
250,ECD,250
251,TAF1A,251
252,UTF1,252
253,HNRNPAB,253
254,HIST1H2BN,254
255,RAB11A,255
256,HDAC10,256
257,SNORA43,257
258,SORD,258
259,SATB1,259
260,CDC42SE2,260
261,TMED2,261
262,FXR1,262
263,ERP29,263
264,GM22072,264
265,UBTF,265
266,TRPS1,266
267,NR1D1,267
268,NFIB,268
269,LGMN,269
270,CHST15,270
271,TNFAIP3,271
272,EBF1,272
273,HEXIM1,273
274,TIMP3,274
275,NR4A1,275
276,SIX5,276
277,ZFP423,277
278,TNS4,278
279,GM24616,279
280,KHDRBS1,280
281,THRAP3,281
282,PHB2,282
283,KLF15,283
284,RASGRP2,284
285,TNK2,285
286,HIST1H3H,286
287,STARD8,287
288,GTF2I,288
289,LEFTY1,289
290,EPAS1,290
291,GM10259,291
292,RFX2,292
293,PFKP,293
294,B2M,294
295,PELP1,295
296,NUP210,296
297,UNG,297
298,P4HA1,298
299,POU5F1,299
300,HIST1H1B,300
301,GM37917,301
302,ABTB1,302
303,RCOR2,303
304,MAZ,304
305,TMEM144,305
306,KIT,306
307,SLCO3A1,307
308,MAPK11,308
309,CTSA,309
310,BASP1,310
311,DKC1,311
312,ULK1,312
313,GLDC,313
314,ZIC3,314
315,AKT1,315
316,HMGA2,316
317,SMAD7,317
318,BCAM,318
319,MIR7003,319
320,PCOLCE,320
321,GM26917,321
322,BEX1,322
323,RYBP,323
324,HDAC11,324
325,SATB2,325
326,CBX7,326
327,HDAC1,327
328,AU018091,328
329,DDX5,329
330,ZBTB10,330
331,NUPR1,331
332,RPL22L1,332
333,BNIP3,333
334,ETV3,334
335,GM25500,335
336,VIM,336
337,MIR466O,337
338,AMOT,338
339,CALU,339
340,NR1D2,340
341,FRMD4A,341
342,MGST3,342
343,MAPK13,343
344,APEX1,344
345,GM25835,345
346,TXNIP,346
347,EMP2,347
348,MIR669A-3,348
349,HDLBP,349
350,PIAS3,350
351,GM26060,351
352,MIS18BP1,352
353,GM28960,353
354,NR1H2,354
355,MSC,355
356,TFRC,356
357,PDCD11,357
358,CITED2,358
359,NDN,359
360,GM24201,360
361,PCBP2,361
362,GM44206,362
363,RANBP17,363
364,GM24289,364
365,LMO4,365
366,ORC2,366
367,RPL15-PS3,367
368,SMARCB1,368
369,ATF7,369
370,NPHS1,370
371,CNOT3,371
372,TGIF1,372
373,ARID3B,373
374,HIST1H2BK,374
375,MANF,375
376,GM4202,376
377,PHF20,377
378,STAT5B,378
379,SLC16A1,379
380,TYRO3,380
381,RAD51,381
382,GATA6,382
383,SKIL,383
384,EFEMP2,384
385,RNF19A,385
386,AMOTL2,386
387,STAT4,387
388,MCM4,388
389,CTBP2,389
390,PEG3,390
391,GM22091,391
392,ALPL,392
393,MEG3,393
394,GM24451,394
395,POLR2B,395
396,SNORA73A,396
397,ZBTB38,397
398,TAF5,398
399,MAN1A2,399
400,ZC3H7A,400
401,MIR7063,401
402,ARHGEF40,402
403,ZFP768,403
404,IFITM2,404
405,TBX3,405
406,GM25943,406
407,MIR1949,407
408,SHKBP1,408
409,RERE,409
410,DAXX,410
411,GLIPR2,411
412,HNF1B,412
413,TIMP2,413
414,SPARC,414
415,SNORA74A,415
416,HIST1H2BL,416
417,KLF10,417
418,LRPAP1,418
419,HIST1H2BF,419
420,GNPDA1,420
421,POLR1E,421
422,GM24494,422
423,HMGXB4,423
424,RFXAP,424
425,GPX3,425
426,SELENOW,426
427,RFX5,427
428,BCL3,428
429,SPEN,429
430,GM22620,430
431,NRF1,431
432,LDB1,432
433,IFITM1,433
434,CCNB1,434
435,SURF4,435
436,CD63,436
437,DDAH2,437
438,TEAD1,438
439,ZFP281,439
440,TPD52,440
441,SPOCK1,441
442,TBL1X,442
443,LAMA5,443
444,PREB,444
445,FAM234A,445
446,TFE3,446
447,RCC2,447
448,KDELR2,448
449,ZBTB3,449
450,AES,450
451,EZH1,451
452,NRIP1,452
453,SFPQ,453
454,MCM3,454
455,GM26431,455
456,SNORD93,456
457,PARP1,457
458,GM10718,458
459,NCOR1,459
460,TRIM24,460
461,MED15,461
462,LAMA1,462
463,2810025M15RIK,463
464,NFATC1,464
465,AIP,465
466,PLOD3,466
467,PMM1,467
468,ZBTB20,468
469,H1F0,469
470,HKDC1,470
471,RARA,471
472,KRT42,472
473,LAMC1,473
474,VEGFA,474
475,CRY1,475
476,TMEM150A,476
477,NEDD4,477
478,HMCES,478
479,CKB,479
480,CNOT7,480
481,HIP1,481
482,GM23569,482
483,CALCOCO2,483
484,APOE,484
485,HDAC4,485
486,YEATS4,486
487,MPHOSPH8,487
488,SIX1,488
489,CTCF,489
490,INTS12,490
491,ZEB1,491
492,EIF4A-PS4,492
493,MRAS,493
494,HDAC2,494
495,JARID2,495
496,POLR2H,496
497,SOX7,497
498,SIRT3,498
499,ING3,499
500,GTF3C1,500
501,CREBZF,501
502,SMARCC1,502
503,ID4,503
504,RBPMS2,504
505,NID1,505
506,TIMELESS,506
507,ETV1,507
508,PLAGL2,508
509,HNRNPD,509
510,JDP2,510
511,NR3C1,511
512,TRIM25,512
513,FXR2,513
514,APOBEC3,514
515,ISYNA1,515
516,MDM2,516
517,SNURF,517
518,TOP2B,518
519,SNHG12,519
520,CSF1,520
521,MAML1,521
522,LNCENC1,522
523,CBX4,523
524,GM25451,524
525,EPS8,525
526,HSPH1,526
527,GM37404,527
528,GNRH1,528
529,GM23833,529
530,SNORD35B,530
531,LEFTY2,531
532,DUSP9,532
533,NOTUM,533
534,TAF9,534
535,GRB10,535
536,NFE2L1,536
537,IGF2,537
538,SMAD2,538
539,COL4A2,539
540,SPP1,540
541,SNORA3,541
542,BCLAF1,542
543,TADA3,543
544,SMARCA4,544
545,TRRAP,545
546,NPAS2,546
547,TCF4,547
548,GLIS2,548
549,GZF1,549
550,GSR,550
551,PKNOX2,551
552,LHX2,552
553,POLR1C,553
554,STARD10,554
555,SNORD70,555
556,GM25316,556
557,ZFP276,557
558,RHOX6,558
559,RIF1,559
560,MT1,560
561,FOXO3,561
562,PDK1,562
563,TSHZ3,563
564,FUS,564
565,TMF1,565
566,HTRA1,566
567,VILL,567
568,BRWD1,568
569,GM15459,569
570,MT2,570
571,DDIT3,571
572,CTNNBIP1,572
573,DDB1,573
574,DNMT3A,574
575,RNF2,575
576,HSPG2,576
577,POU6F1,577
578,HES1,578
579,SRGN,579
580,HSBP1,580
581,BRCA1,581
582,GM22455,582
583,GM23130,583
584,PCBD1,584
585,PHF2,585
586,CDC20,586
587,SERPINH1,587
588,GLI2,588
589,MIR3535,589
590,MEF2A,590
591,COMMD3,591
592,PODXL,592
593,HMGA1B,593
594,EPHA2,594
595,GM14870,595
596,ERF,596
597,KLF3,597
598,PDPN,598
599,CUBN,599
600,GM27624,600
601,ZFP335,601
602,GRIN1,602
603,PTH1R,603
604,NCOA6,604
605,SLC7A6,605
606,RUNX3,606
607,SNAI1,607
608,RBMXL2,608
609,NFXL1,609
610,FOXJ2,610
611,SALL1,611
612,EYA1,612
613,GM10925,613
614,GM26287,614
615,CREB5,615
616,HSP90B1,616
617,NACC1,617
618,TAX1BP3,618
619,ZSWIM4,619
620,PRXL2A,620
621,ILK,621
622,DDB2,622
623,MYO7A,623
624,MITF,624
625,CTSZ,625
626,SRRT,626
627,D230025D16RIK,627
628,MIR186,628
629,TAGLN2,629
630,IGFBP2,630
631,JAM2,631
632,MIR669J,632
633,RCN3,633
634,BRD7,634
635,ZFHX3,635
636,POLR2A,636
637,ELF4,637
638,FLRT3,638
639,SAP30,639
640,CNOT6L,640
641,GM26156,641
642,NFIL3,642
643,FDPS,643
644,DPPA2,644
645,SMARCC2,645
646,RRBP1,646
647,COTL1,647
648,ZHX3,648
649,NSD2,649
650,BACH2,650
651,DPPA4,651
652,E2F2,652
653,KLF2,653
654,ASH1L,654
655,TAF1,655
656,FOXO1,656
657,TRIP11,657
658,TCF7L2,658
659,DCP1A,659
660,PLRG1,660
661,RUNX1,661
662,RBMX,662
663,SND1,663
664,WBP11,664
665,GM43238,665
666,HIVEP2,666
667,CEBPZ,667
668,VSIR,668
669,P4HB,669
670,DNAJC2,670
671,ZYX,671
672,TCEA1,672
673,FOXH1,673
674,BTBD11,674
675,ZFP236,675
676,GM10780,676
677,ZFP592,677
678,MIR8091,678
679,ZFAND3,679
680,FOXA2,680
681,CEMIP,681
682,ING1,682
683,MIR7005,683
684,STAT5A,684
685,IL33,685
686,SNORA81,686
687,AMPD2,687
688,KDELR3,688
689,HDAC5,689
690,KANK3,690
691,TET2,691
692,E2F4,692
693,ENO1B,693
694,MTA3,694
695,SMURF1,695
696,CHCHD10,696
697,POLR1B,697
698,PDCD4,698
699,STXBP2,699
700,SNORD34,700
701,INSIG1,701
702,LOXL2,702
703,MED31,703
704,SNORD49A,704
705,NXF7,705
706,HMGA1,706
707,GJA1,707
708,NOTCH2,708
709,NFIA,709
710,TDGF1-PS1,710
711,CALD1,711
712,ADAM23,712
713,CIC,713
714,GLS,714
715,DDX58,715
716,PML,716
717,GM22281,717
718,FAM25C,718
719,SERTAD2,719
720,LDHB,720
721,PITX1,721
722,MYBL2,722
723,DIDO1,723
724,TRP53BP1,724
725,TINAGL1,725
726,SMARCA5,726
727,ABHD5,727
728,SMAD4,728
729,POU2F1,729
730,MED12,730
731,CITED1,731
732,IRF6,732
733,TPM4,733
734,SRF,734
735,TBPL1,735
736,POLR3D,736
737,CUX2,737
738,MAPK3,738
739,DNMT1,739
740,NR2F6,740
741,SGK1,741
742,ELP2,742
743,GATA4,743
744,SPRY2,744
745,SLC6A8,745
746,ZFP91,746
747,NOTCH4,747
748,HSF2,748
749,RAI14,749
750,GSTA4,750
751,UPP1,751
752,MTF2,752
753,GTF2H3,753
754,NONO,754
755,CNOT8,755
756,NFKBIA,756
757,GDPD5,757
758,ZFP42,758
759,RAB3IL1,759
760,NFX1,760
761,EP300,761
762,POLR2I,762
763,ILF2,763
764,PGAM1-PS2,764
765,RBFOX2,765
766,ID3,766
767,CELF3,767
768,GM23988,768
769,NAA15,769
770,TRIM13,770
771,ZBTB43,771
772,LMF2,772
773,DR1,773
774,JUN,774
775,GABARAPL2,775
776,GRHL1,776
777,HIF1A,777
778,POLR1A,778
779,SDC4,779
780,TDGF1,780
781,APBB1,781
782,GM49347,782
783,MYD88,783
784,POLR3F,784
785,FGFR3,785
786,EPHA4,786
787,FHL2,787
788,TCOF1,788
789,ETV4,789
790,REST,790
791,GM29397,791
792,TBX18,792
793,FUBP3,793
794,GM26447,794
795,MOV10,795
796,SNAPC3,796
797,SLC7A3,797
798,HIF3A,798
799,ELAVL2,799
800,LTBP4,800
801,HDGF,801
802,TWIST1,802
803,GM43558,803
804,JUND,804
805,SMAD3,805
806,UBQLN2,806
807,PAPOLA,807
808,GM7329,808
809,NFIC,809
810,TUBA4A,810
811,MORC4,811
812,ARNTL,812
813,SP8,813
814,PAWR,814
815,ESRRB,815
816,CNOT2,816
817,BMP6,817
818,CTBP1,818
819,MEF2C,819
820,ZFP277,820
821,VEZF1,821
822,TCERG1,822
823,GM25753,823
824,ZFP462,824
825,TCF20,825
826,FXYD6,826
827,DAB2,827
828,PLOD1,828
829,TFAP4,829
830,GM25057,830
831,MAFK,831
832,ZEB2,832
833,TXNDC5,833
834,RELA,834
835,BTAF1,835
836,ZFPM1,836
837,LRP2,837
838,GM22678,838
839,BRCA2,839
840,GATA3,840
841,MYH9,841
842,CBX8,842
843,MYO6,843
844,ESPL1,844
845,CTNNBL1,845
846,GASK1B,846
847,MIR297A-2,847
848,L3MBTL2,848
849,SP1,849
850,CRABP2,850
851,ID2,851
852,FN1,852
853,MEIS3,853
854,SAT1,854
855,TET1,855
856,TDH,856
857,TRIB3,857
858,PDGFRA,858
859,RNF157,859
860,TOX3,860
861,GM38312,861
862,EZH2,862
863,HIST1H2BB,863
864,ITPK1,864
865,ATF6,865
866,BTG1,866
867,CDKN1A,867
868,HIST1H1A,868
869,UBP1,869
870,EHMT2,870
871,ATM,871
872,GM9385,872
873,YBX1,873
874,FOXD3,874
875,HDAC7,875
876,ZFP979,876
877,ESRRA,877
878,ZFP148,878
879,HSF2BP,879
880,CKAP4,880
881,GM49450,881
882,HSP25-PS1,882
883,SPRY4,883
884,CNOT6,884
885,ATP13A3,885
886,FABP3,886
887,RBL1,887
888,ZFP398,888
889,MIR669B,889
890,GM24761,890
891,RAPGEF3,891
892,CST3,892
893,PRRX2,893
894,SNORD32A,894
895,NSD1,895
896,DEK,896
897,TGFB1I1,897
898,MIR466B-6,898
899,ZFP57,899
900,SSR3,900
901,FBLIM1,901
902,GM21962,902
903,HNF4A,903
904,MIR466B-4,904
905,NDRG1,905
906,IFITM3,906
907,GM24564,907
908,SRSF1,908
909,OPLAH,909
910,SMURF2,910
911,E2F1,911
912,ITGA6,912
913,ERCC8,913
914,BIN1,914
915,HSP90AA1,915
916,APP,916
917,MIR1192,917
918,BARX1,918
919,TRIM32,919
920,ZBTB39,920
921,PAX1,921
922,CHD5,922
923,SLC6A6,923
924,ZFP36L1,924
925,AATF,925
926,PHC1,926
927,ZBTB24,927
928,UHRF1,928
929,ASH2L,929
930,TRIM28,930
931,MXD4,931
932,PRDM5,932
933,MCM5,933
934,EOMES,934
935,ELL3,935
936,SEMA4C,936
937,KPNA2,937
938,TCF7,938
939,LAMB1,939
940,GM28030,940
941,ZMYND11,941
942,HOPX,942
943,TTF2,943
944,DAZAP2,944
945,EGR1,945
946,MYC,946
947,SREBF1,947
948,SEC24D,948
949,SOX2,949
950,ETS1,950
951,ELF1,951
952,SIRT2,952
953,SNORD35A,953
954,RPL17-PS10,954
955,PRSS35,955
956,IKBKB,956
957,KLF4,957
958,KLF6,958
959,NME2,959
960,GM28439,960
961,HIST1H1D,961
962,MARC2,962
963,CCNG1,963
964,SNORD87,964
965,F3,965
966,ZFP987,966
967,KNTC1,967
968,POLR2J,968
969,SLC9A6,969
970,BMP4,970
971,ANKRD49,971
972,GM23571,972
973,PGA5,973
974,MEIS1,974
975,PMS1,975
976,ANKRD6,976
977,GM24497,977
978,ARHGAP29,978
979,ZSCAN10,979
980,RB1,980
981,ATP6V0A1,981
982,HTT,982
983,2410141K09RIK,983
984,PLTP,984
985,RLIM,985
986,TUBB6,986
987,GM24488,987
988,GATAD2B,988
989,GABPA,989
990,ASXL1,990
991,HIST1H2AI,991
992,GTF3C5,992
993,UCHL1,993
994,USF1,994
995,GLUL,995
996,CAR2,996
997,WDR45,997
998,HIST1H2AC,998
999,DKK1,999
1000,RBBP4,1000
1001,LRRK1,1001
1002,MYLPF,1002
1003,NFYA,1003
1004,ZFP275,1004
1005,SMARCAD1,1005
1006,GM37746,1006
1007,PAX6,1007
1008,SERPINE2,1008
1009,RHOX5,1009
1010,NRG1,1010
1011,HMGXB3,1011
1012,PLOD2,1012
1013,ASS1,1013
1014,ETV6,1014
1015,ANKS1,1015
1016,UBE2C,1016
1017,HS3ST1,1017
1018,CLDN6,1018
1019,DTX1,1019
1020,HIST1H2AF,1020
1021,MKX,1021
1022,RRM2,1022
1023,GM26073,1023
1024,ASNS,1024
1025,MRPL23-PS1,1025
1026,NFKB2,1026
1027,BCAT1,1027
1028,ELL2,1028
1029,SHROOM3,1029
1030,CTH,1030
1031,ZDHHC15,1031
1032,2200002D01RIK,1032
1033,JMJD1C,1033
1034,MEF2D,1034
1035,SNORA26,1035
1036,NDRG4,1036
1037,TAF10,1037
1038,CCND1,1038
1039,SCMH1,1039
1040,ARID5B,1040
1041,CHD7,1041
1042,COPS2,1042
1043,GM23268,1043
1044,ETV5,1044
1045,TMSB4X,1045
1046,TFAP2C,1046
1047,PROX1,1047
1048,ELK1,1048
1049,GM44335,1049
1050,TEAD4,1050
1051,IFI30,1051
1052,PA2G4,1052
1053,OBSL1,1053
1054,TAF6L,1054
1055,SOCS2,1055
1056,GM26318,1056
1057,MORF4L2,1057
1058,TUBB2B,1058
1059,ATF3,1059
1060,NKRF,1060
1061,SNORD49B,1061
1062,HSPB1,1062
1063,GNAS,1063
1064,NFE2L2,1064
1065,PATZ1,1065
1066,NR2C1,1066
1067,PIAS2,1067
1068,HIST1H4K,1068
1069,CMKLR1,1069
1070,ELF2,1070
1071,SRSF3,1071
1072,TULP3,1072
1073,CDC5L,1073
1074,MCM6,1074
1075,TFCP2L1,1075
1076,AIRE,1076
1077,GBX2,1077
1078,MED21,1078
1079,LAPTM5,1079
1080,NFATC4,1080
1081,AQP8,1081
1082,XRCC5,1082
1083,ANKRD54,1083
1084,EWSR1,1084
1085,CLCN5,1085
1086,ILF3,1086
1087,P4HA2,1087
1088,TRH,1088
1089,HES6,1089
1090,PLA2G1B,1090
1091,PWWP3B,1091
1092,FGF3,1092
1093,GM10039,1093
1094,RBPJ,1094
1095,GM10184,1095
1096,ANXA2,1096
1097,PIAS1,1097
1098,GM44330,1098
1099,SEPT1,1099
1100,SNORA68,1100
1101,TSPAN9,1101
1102,SUB1,1102
1103,MT-TF,1103
1104,SMARCA2,1104
1105,PLAT,1105
1106,COBL,1106
1107,ELF3,1107
1108,PHF1,1108
1109,MYCN,1109
1110,PTPN14,1110
1111,EBF4,1111
1112,TOX4,1112
1113,GM24330,1113
1114,AY036118,1114
1115,CREB3L2,1115
1116,ZBTB7A,1116
1117,MLXIP,1117
1118,GABBR1,1118
1119,ATF1,1119
