,Gene,index
136,KIAA1109,136
137,TFAP4,137
138,UCK2,138
139,SLC18B1,139
140,LGR5,140
141,SLC35A3,141
142,HECW2,142
143,MRPS35,143
144,LIX1,144
145,COL11A1,145
146,ETV1,146
147,TUBE1,147
148,EPHA1,148
149,RRAGD,149
150,ZNF239,150
151,C2orf69,151
152,PPIL1,152
153,STEAP1B,153
154,FRYL,154
155,LRRCC1,155
156,EPHB2,156
157,GAD1,157
158,SNAI2,158
159,ERCC-00136,159
160,ISL1,160
161,PMAIP1,161
162,ERCC-00071,162
163,MAPK10,163
164,MFN2,164
165,ZNF691,165
166,NAA25,166
167,C8orf42,167
168,BAG3,168
169,LUM,169
170,AURKB,170
171,HNRNPK,171
172,FOXJ1,172
173,CHN1,173
174,FGF2,174
175,GATAD2A,175
176,SNX18,176
177,TRPS1,177
178,ZNF219,178
179,IL13RA1,179
180,NFAT5,180
181,CLDN10,181
182,CRIM1,182
183,TRIP11,183
184,GPC3,184
185,SLC7A3,185
186,GOLGB1,186
187,MAT2B,187
188,POLR3E,188
189,NTS,189
190,SORD,190
191,MCM10,191
192,PHB2,192
193,U2AF1,193
194,BTBD10,194
195,SEL1L,195
196,VRK1,196
197,ELOVL2,197
198,ZFYVE21,198
199,TIPIN,199
200,B3GNT5,200
201,GATA6,201
202,NFE2L3,202
203,TTK,203
204,CBX3,204
205,MAMLD1,205
206,MAP7,206
207,PSMC3IP,207
208,TRIM35,208
209,BCAS2,209
210,SKIL,210
211,FBXO34,211
212,VIM,212
213,FEZ1,213
214,TMEM48,214
215,MEIS2,215
216,GALNT11,216
217,POU3F1,217
218,YPEL5,218
219,DRAM2,219
220,METTL19,220
221,GDAP1,221
222,UTP14A,222
223,ZNF124,223
224,MYBL2,224
225,ANKRD1,225
226,PHF17,226
227,THY1,227
228,SLA2,228
229,CPD,229
230,TNC,230
231,ARL4A,231
232,TSR2,232
233,ATP2B4,233
234,TCF4,234
235,CRABP2,235
236,FZD5,236
237,MND1,237
238,ERCC-00074,238
239,ARMC4,239
240,HPRT1,240
241,FAM20A,241
242,GATA3,242
243,INSIG2,243
244,ZNF516,244
245,EIF5A2,245
246,EXO1,246
247,NAA15,247
248,CRHBP,248
249,SORT1,249
250,FAM159B,250
251,ETS1,251
252,STK3,252
253,ZNF280B,253
254,TEAD4,254
255,NFXL1,255
256,FAM117B,256
257,TCF7L1,257
258,GRPR,258
259,STX17,259
260,EGLN1,260
261,COBLL1,261
262,LMX1B,262
263,POLR1A,263
264,CCDC82,264
265,CYB5A,265
266,CDCA7L,266
267,WDR75,267
268,RFPL2,268
269,ZSWIM6,269
270,FGD6,270
271,LIPG,271
272,RUVBL1,272
273,VPS13C,273
274,BMPR1A,274
275,GALC,275
276,ZDHHC21,276
277,SATB2,277
278,NOP16,278
279,KIF15,279
280,RFESD,280
281,LMO3,281
282,TFPI,282
283,FUS,283
284,RCAN2,284
285,GLDC,285
286,ERCC-00002,286
287,UPF3B,287
288,PLK1,288
289,RAD51,289
290,KHSRP,290
291,GCA,291
292,JUND,292
293,TWIST1,293
294,KIAA0528,294
295,KHDRBS2,295
296,NT5DC3,296
297,ODF2,297
298,SALL3,298
299,SIX6,299
300,PPAT,300
301,SRSF2,301
302,FZD7,302
303,PGM1,303
304,ZKSCAN1,304
305,STK17B,305
306,THYN1,306
307,RHAG,307
308,RAVER2,308
309,CEBPZ,309
310,FAM162A,310
311,PARN,311
312,SLC2A1,312
313,MANEA,313
314,PDCD11,314
315,ERBB2IP,315
316,MAML3,316
317,IQGAP2,317
318,CDCA7,318
319,PLAGL2,319
320,CYYR1,320
321,DACH1,321
322,AGPAT5,322
323,MED14,323
324,ZIC3,324
325,GALM,325
326,RRAS2,326
327,POLR1C,327
328,CCDC90B,328
329,CA2,329
330,RNF138,330
331,SERPINE2,331
332,AGL,332
333,NOB1,333
334,MCM7,334
335,TLE1,335
336,ETV7,336
337,CHL1,337
338,PGAP2,338
339,KLF5,339
340,PITX2,340
341,PLCE1,341
342,SKA3,342
343,SDCCAG8,343
344,ATG4C,344
345,CAD,345
346,SOX17,346
347,ZCCHC24,347
348,NOL11,348
349,COMMD10,349
350,TFB2M,350
351,FRZB,351
352,DAB2,352
353,B4GALT4,353
354,TP53INP1,354
355,DNAAF2,355
356,PLSCR4,356
357,ILF3,357
358,CNTRL,358
359,LEPRE1,359
360,TEX10,360
361,ERCC-00076,361
362,TRIM33,362
363,GYPB,363
364,RBPJ,364
365,DSCC1,365
366,HEG1,366
367,KIF16B,367
368,SULF2,368
369,ZNF30,369
370,IMP4,370
371,ZWINT,371
372,VSNL1,372
373,TMEM39A,373
374,TTC39C,374
375,IGSF3,375
376,INO80D,376
377,CUX1,377
378,KLHL28,378
379,MAK16,379
380,MLLT3,380
381,KIF21A,381
382,ODZ4,382
383,SOX13,383
384,PFKFB2,384
385,ARHGAP29,385
386,XPO5,386
387,MAFF,387
388,RAI1,388
389,CCDC138,389
390,PPAPDC1A,390
391,WDHD1,391
392,MAEA,392
393,LAP3,393
394,PPARA,394
395,MGST2,395
396,MYOCD,396
397,KIFAP3,397
398,PPIC,398
399,ERCC-00145,399
400,RALB,400
401,COMMD3,401
402,SAAL1,402
403,PLAGL1,403
404,TATDN1,404
405,RGMB,405
406,ITM2A,406
407,TIPARP,407
408,MBOAT1,408
409,GPC6,409
410,TRAF6,410
411,ABLIM1,411
412,LIG4,412
413,WLS,413
414,TNFRSF21,414
415,EPHA2,415
416,MAFG,416
417,TLE3,417
418,POU2AF1,418
419,CEP192,419
420,MPHOSPH9,420
421,FBN1,421
422,DNMT3A,422
423,MAN2A1,423
424,ARID5B,424
425,BCLAF1,425
426,SLC7A8,426
427,TMEM126B,427
428,SENP7,428
429,NHSL1,429
430,WDR3,430
431,RABEPK,431
432,FRMD6,432
433,PDCD4,433
434,SYNC,434
435,JAKMIP2,435
436,COL1A2,436
437,ALDH18A1,437
438,HOOK1,438
439,ANKRD18B,439
440,HDGF,440
441,SERTAD2,441
442,BHLHB9,442
443,ZFP90,443
444,AR,444
445,GPR98,445
446,FBXO5,446
447,PELI2,447
448,CHAC2,448
449,BCL11B,449
450,OIP5,450
451,HLA-DRB5,451
452,KAT6A,452
453,NBPF14,453
454,TIAM1,454
455,SOX4,455
456,SLC5A6,456
457,SPIB,457
458,ETV3,458
459,SEC11C,459
460,PCK2,460
461,ZFHX3,461
462,RNPS1,462
463,ANKRD13C,463
464,ERCC-00046,464
465,MEF2D,465
466,CIRH1A,466
467,PTPRZ1,467
468,RAE1,468
469,SOS2,469
470,ATRX,470
471,NEDD9,471
472,LDOC1L,472
473,AEBP1,473
474,ERCC-00111,474
475,WEE1,475
476,RFC3,476
477,DDX54,477
478,ALDOC,478
479,ESPL1,479
480,FAM169A,480
481,PRMT6,481
482,PATZ1,482
483,PIM2,483
484,GYPA,484
485,ZNF589,485
486,CGNL1,486
487,MPHOSPH6,487
488,NOG,488
489,NIF3L1,489
490,ERCC-00084,490
491,PURA,491
492,NDUFC2-KCTD14,492
493,AFF1,493
494,ITGA5,494
495,DAB1,495
496,PKIG,496
497,DCAF5,497
498,RORB,498
499,AMIGO2,499
500,KIF23,500
501,PTGR1,501
502,MLF1IP,502
503,CXCR7,503
504,PRIM1,504
505,PIP5K1B,505
506,CLCN4,506
507,TEAD1,507
508,XRCC5,508
509,KIAA1467,509
510,TRIM27,510
511,NCOA6,511
512,RBBP8,512
513,ERCC-00042,513
514,ZNF165,514
515,PDGFA,515
516,PRDM14,516
517,FAM89A,517
518,E2F3,518
519,GXYLT1,519
520,MECOM,520
521,FZD6,521
522,SOX7,522
523,NCAM1,523
524,KIF22,524
525,TP53,525
526,ACSS3,526
527,SATB1,527
528,NOC3L,528
529,SNRPB,529
530,IFRD2,530
531,KLF6,531
532,POLQ,532
533,CYP2S1,533
534,SLCO2A1,534
535,GCM1,535
536,ESCO2,536
537,POLK,537
538,ERRFI1,538
539,SNRPD1,539
540,HAND1,540
541,LZTS1,541
542,ID3,542
543,TMEM131,543
544,ZNF518B,544
545,SLC6A15,545
546,ST8SIA1,546
547,ERCC-00022,547
548,RBFOX2,548
549,RAD50,549
550,NUP35,550
551,ANXA3,551
552,SCG3,552
553,SSFA2,553
554,CER1,554
555,SETBP1,555
556,SIRT1,556
557,WDR5,557
558,LGALSL,558
559,DDHD2,559
560,SDC2,560
561,NUDT11,561
562,SSB,562
563,PNRC1,563
564,ZNF160,564
565,CCKBR,565
566,AARS,566
567,ECI2,567
568,COL4A2,568
569,AADAT,569
570,TMEM237,570
571,ARFGAP3,571
572,PNPLA8,572
573,MCCC1,573
574,MORC4,574
575,CLDN7,575
576,TCOF1,576
577,BCAR3,577
578,KIAA1841,578
579,TBX3,579
580,ZNF8,580
581,MCM5,581
582,MTERF,582
583,COL3A1,583
584,NIP7,584
585,AIP,585
586,ZNF521,586
587,LHX1,587
588,ARRB1,588
589,NPM1,589
590,RPL17-C18ORF32,590
591,EOMES,591
592,COL4A6,592
593,C5orf42,593
594,RND3,594
595,PLS1,595
596,BRWD1,596
597,NEK7,597
598,PDE4D,598
599,NECAP2,599
600,GATA2,600
601,FOXH1,601
602,SORL1,602
603,CTSK,603
604,NFYB,604
605,SPG20,605
606,PRKACB,606
607,ZNF398,607
608,OTUD6B,608
609,ERCC-00003,609
610,CDCA2,610
611,UHRF1,611
612,FOXD3,612
613,ZNF202,613
614,RPP40,614
615,TNFRSF11B,615
616,RFXANK,616
617,TMOD1,617
618,TIMM8A,618
619,SEMA3A,619
620,PAK1IP1,620
621,RUNX1,621
622,P4HA1,622
623,NR0B1,623
624,PALLD,624
625,PLAU,625
626,ZAP70,626
627,ATF6,627
628,CRX,628
629,COLEC12,629
630,NFIC,630
631,KIF2C,631
632,NBEAL1,632
633,ZBTB38,633
634,SALL2,634
635,ZFP36L2,635
636,RAB31,636
637,MYOF,637
638,BOD1,638
639,SMAD6,639
640,WDFY1,640
641,POLR2D,641
642,WWP1,642
643,OTX2,643
644,CITED2,644
645,NUSAP1,645
646,NKX3-1,646
647,ERCC-00096,647
648,STX12,648
649,PALB2,649
650,DOK4,650
651,CDC6,651
652,NCAPG,652
653,TSR1,653
654,TWISTNB,654
655,FOXF1,655
656,ERLEC1,656
657,C12orf23,657
658,FAM46A,658
659,VANGL1,659
660,SNUPN,660
661,RNF13,661
662,PUS7,662
663,MAP3K2,663
664,ERCC-00108,664
665,CCDC81,665
666,C3orf14,666
667,PREX1,667
668,HS3ST3A1,668
669,TGFB1,669
670,MCC,670
671,MME,671
672,FLRT2,672
673,GSC,673
674,GPM6B,674
675,TRAF5,675
676,MALT1,676
677,ASB9,677
678,ARID4B,678
679,PSMD9,679
680,GEMIN4,680
681,SH3PXD2A,681
682,SVEP1,682
683,FOXK1,683
684,TSPAN12,684
685,PPARGC1B,685
686,FTSJ3,686
687,PCDH7,687
688,PROSER1,688
689,SRGAP1,689
690,FREM1,690
691,TK1,691
692,NFKBIA,692
693,METTL1,693
694,CALCOCO2,694
695,PAWR,695
696,MSX1,696
697,LAMB1,697
698,SUPT7L,698
699,RHOBTB3,699
700,HOPX,700
701,STIM2,701
702,BBS4,702
703,RGS5,703
704,DUSP10,704
705,NOP2,705
706,DNMT3B,706
707,TMEM177,707
708,POLA1,708
709,EPCAM,709
710,LPGAT1,710
711,CDC14B,711
712,BCAT2,712
713,DKK3,713
714,ELK3,714
715,TPD52L2,715
716,CEP85L,716
717,EGR1,717
718,UNC5C,718
719,ALCAM,719
720,JMJD1C,720
721,SNX16,721
722,PRIC285,722
723,CDCA5,723
724,MYO5B,724
725,MYBBP1A,725
726,ERCC-00035,726
727,BCL11A,727
728,EEF1A1,728
729,ALPK2,729
730,TFDP1,730
731,FGF17,731
732,SFMBT1,732
733,KLHL4,733
734,MFAP4,734
735,ZEB2,735
736,ZNF93,736
737,ANKRD26,737
738,ACTL6A,738
739,PPT2,739
740,NFATC1,740
741,FASTKD3,741
742,RTKN2,742
743,SCO1,743
744,HOXB3,744
745,DPYSL3,745
746,EPB41L3,746
747,SAMD3,747
748,KIAA0947,748
749,SAP18,749
750,DAXX,750
751,VASH2,751
752,GPSM2,752
753,RCHY1,753
754,EWSR1,754
755,COL4A1,755
756,PMP22,756
757,DSE,757
758,GGCT,758
759,GPATCH4,759
760,RBM12,760
761,SF1,761
762,RGPD2,762
763,NAP1L3,763
764,UTP15,764
765,GTF2H2D,765
766,PGAP1,766
767,SMARCC1,767
768,GATM,768
769,CEP290,769
770,RPE,770
771,MIF,771
772,CDKN3,772
773,DNA2,773
774,ENC1,774
775,POLR2F,775
776,ITGAV,776
777,AKAP1,777
778,FXR1,778
779,ZIC2,779
780,GALNT7,780
781,IRF1,781
782,SH2B3,782
783,NUCB2,783
784,APLNR,784
785,PROM1,785
786,UBL3,786
787,SCD5,787
788,FN1,788
789,LECT1,789
790,PDPN,790
791,CLSTN2,791
792,KDELR3,792
793,UBL7,793
794,VAMP7,794
795,ZNF83,795
796,HOXB6,796
797,CCPG1,797
798,ANKZF1,798
799,METAP1,799
800,HAS2,800
801,PLP1,801
802,ERCC-00171,802
803,ERCC6L,803
804,SH3BGRL,804
805,CREB3L2,805
806,SNAPC4,806
807,SPRED2,807
808,PPM1H,808
809,KDM6A,809
810,PIP4K2A,810
811,SLC39A11,811
812,FNDC3B,812
813,POLR2H,813
814,LPIN1,814
815,CDC7,815
816,CBR1,816
817,COL1A1,817
818,BUB1B,818
819,GLRX,819
820,SLC39A14,820
821,LIN28A,821
822,ZFP42,822
823,ESRP1,823
824,CSPP1,824
825,HELZ,825
826,ECHDC1,826
827,SLC19A2,827
828,COMMD3-BMI1,828
829,TTC4,829
830,ELAVL2,830
831,HNRNPD,831
832,QPCT,832
833,RPA2,833
834,POU2F2,834
835,ZRANB2,835
836,ATP11B,836
837,SPPL2A,837
838,SFRP1,838
839,PRPS2,839
840,PAQR3,840
841,HS3ST1,841
842,CPE,842
843,TRPA1,843
844,HIST1H1B,844
845,POLR2K,845
846,COX10,846
847,AES,847
848,FRMD4B,848
849,NXF1,849
850,SH3BP4,850
851,HDAC9,851
852,ZCCHC11,852
853,PAM,853
854,RBM47,854
855,SRSF6,855
856,IAH1,856
857,ABCA1,857
858,FLVCR2,858
859,GINS2,859
860,PHLDB2,860
861,APC,861
862,RUVBL2,862
863,FUT8,863
864,NAV2,864
865,ZNF238,865
866,ERCC-00004,866
867,GABRB2,867
868,POLR2G,868
869,DPY19L1,869
870,ODZ2,870
871,BEX2,871
872,CALB1,872
873,ASS1,873
874,LCMT1,874
875,CXXC1,875
876,SUPT16H,876
877,SH3BGRL2,877
878,SHOX,878
879,COL5A2,879
880,NAT10,880
881,DEDD2,881
882,MAGEH1,882
883,SP100,883
884,S100A10,884
885,LDB2,885
886,SH3RF1,886
887,FIG4,887
888,DSCAM,888
889,SPRY2,889
890,CTNNB1,890
891,SERPINB6,891
892,AIRE,892
893,SMARCD1,893
894,MCM4,894
895,POLR3G,895
896,ADSS,896
897,SRSF1,897
898,AHNAK,898
899,HTRA1,899
900,BNIP3,900
901,FER,901
902,RBMX,902
903,TGFBR3,903
904,PLCB4,904
905,PHLDA1,905
906,AHSA2,906
907,NBPF10,907
908,DPF2,908
909,VEZT,909
910,TMLHE,910
911,GTF3C4,911
912,TYRO3,912
913,SART3,913
914,CCDC112,914
915,LTA4H,915
916,SMG6,916
917,TMEM57,917
918,MAN1A1,918
919,SERHL2,919
920,TTC27,920
921,CCNB2,921
922,IPO4,922
923,RASGRP3,923
924,PREPL,924
925,HNRNPAB,925
926,ID1,926
927,ERCC-00044,927
928,H1F0,928
929,SEMA6D,929
930,ST3GAL6,930
931,NBPF16,931
932,CAP2,932
933,XRN1,933
934,PCDH10,934
935,MXRA5,935
936,FBN2,936
937,UTP18,937
938,DECR1,938
939,CCNA2,939
940,TFE3,940
941,PDLIM3,941
942,KLF8,942
943,SVIL,943
944,DDAH1,944
945,ANKRD50,945
946,DNAJC9,946
947,ZNF142,947
948,CBFA2T2,948
949,FAT1,949
950,NREP,950
951,NPFFR2,951
952,CD99L2,952
953,CASK,953
954,SNX14,954
955,POU5F1,955
956,USP1,956
957,SRC,957
958,DYNC1I1,958
959,MIB1,959
960,ZFP62,960
961,DOCK1,961
962,FUBP1,962
963,DNAJC2,963
964,MATN3,964
965,BMP2,965
966,FAM208A,966
967,MRPS30,967
968,GULP1,968
969,ST8SIA4,969
970,CNKSR3,970
971,ARL4D,971
972,C5orf62,972
973,NANOG,973
974,KIAA0494,974
975,ROR2,975
976,TMEM87B,976
977,MITF,977
978,HSPA14,978
979,FAM120AOS,979
980,SP110,980
981,TMEM38B,981
982,ELMO1,982
983,BEND3,983
984,RBM24,984
985,PA2G4,985
986,UNG,986
987,TCN2,987
988,ASB4,988
989,MXI1,989
990,WDR67,990
991,TLE2,991
992,NHLH2,992
993,RXRG,993
994,SLC35F1,994
995,CD9,995
996,TRIM28,996
997,MPP6,997
998,CDH2,998
999,ACTC1,999
1000,LGR4,1000
1001,JPH1,1001
1002,ARSE,1002
1003,BET1,1003
1004,ELMOD2,1004
1005,DLC1,1005
1006,DAAM1,1006
1007,REV3L,1007
1008,C18orf21,1008
1009,APOBEC3G,1009
1010,ENO2,1010
1011,HSD17B11,1011
1012,NBPF15,1012
1013,LTBP1,1013
1014,F3,1014
1015,SHISA6,1015
1016,SHOX2,1016
1017,HLA-DQB1,1017
1018,CCND1,1018
1019,SLC36A4,1019
1020,C2orf44,1020
1021,BTG2,1021
1022,MLLT6,1022
1023,MAP4K3,1023
1024,RIPPLY1,1024
1025,NTN4,1025
1026,NXT2,1026
1027,CPVL,1027
1028,SOX2,1028
1029,FLRT3,1029
1030,TMSB15B,1030
1031,ELL2,1031
1032,BARX2,1032
1033,DLGAP5,1033
1034,NRIP1,1034
1035,CD48,1035
1036,EHD3,1036
1037,BBIP1,1037
1038,ALYREF,1038
1039,NFATC3,1039
1040,ERCC-00130,1040
1041,KIF13B,1041
1042,CIITA,1042
1043,DNMT1,1043
1044,AKAP2,1044
1045,FST,1045
1046,PER3,1046
1047,SSX2IP,1047
1048,PGM2,1048
1049,DEPDC1B,1049
1050,ANKRD6,1050
1051,TAF1L,1051
1052,HOXB4,1052
1053,PSIP1,1053
1054,PPPDE1,1054
1055,ZNF107,1055
1056,CDK6,1056
1057,NUP54,1057
1058,ALDH2,1058
1059,TRIM37,1059
1060,ERCC-00060,1060
1061,BMP4,1061
1062,MED16,1062
1063,PDE3B,1063
1064,TMEM87A,1064
1065,KLHL7,1065
1066,CAMK2D,1066
1067,LBH,1067
1068,PARP1,1068
1069,COG6,1069
1070,FBXO36,1070
1071,HMGA1,1071
1072,ARHGAP42,1072
1073,PLXNA2,1073
1074,NRP2,1074
1075,ERCC-00131,1075
1076,ACBD6,1076
1077,ZNF587,1077
1078,FLI1,1078
1079,PPP3CA,1079
1080,SERINC3,1080
1081,LRAT,1081
1082,PAIP2B,1082
1083,TUBA4A,1083
1084,PODXL,1084
1085,ITPR2,1085
1086,FAM83D,1086
1087,POLDIP3,1087
1088,KRCC1,1088
1089,TLR4,1089
1090,ALG6,1090
1091,MMP16,1091
1092,LYAR,1092
1093,LIMD1,1093
1094,FOXN3,1094
1095,FAM115A,1095
1096,INPP4A,1096
1097,GEMIN6,1097
1098,ZFPM2,1098
1099,CYP26A1,1099
1100,DMXL2,1100
1101,GPR83,1101
1102,LEF1,1102
1103,SNAI1,1103
1104,SRSF3,1104
1105,OSBPL10,1105
1106,CHAF1A,1106
1107,MOB3B,1107
1108,IL6ST,1108
1109,NLGN4X,1109
1110,CDC20,1110
1111,MCM3,1111
1112,RSPO3,1112
1113,APOBEC3C,1113
1114,CA14,1114
1115,CNBP,1115
1116,DYNC2LI1,1116
1117,RMI1,1117
1118,TCF19,1118
1119,SETD7,1119
1120,GRP,1120
1121,DUSP4,1121
1122,GTF2H2,1122
1123,SLC39A8,1123
1124,WWTR1,1124
1125,ASH2L,1125
1126,SIPA1L2,1126
1127,TADA1,1127
1128,BHLHE40,1128
1129,TTC39B,1129
1130,ERCC-00162,1130
1131,C1GALT1,1131
1132,ERBB4,1132
1133,CD1D,1133
1134,POLR2M,1134
1135,SGCE,1135
1136,ZNF146,1136
1137,LTV1,1137
1138,ZFYVE16,1138
1139,SLC29A1,1139
1140,UPF2,1140
1141,UNC5D,1141
1142,DCAF6,1142
1143,DNAJC11,1143
1144,KIF1A,1144
1145,HOXB2,1145
1146,TLR7,1146
1147,CEP112,1147
1148,HPS5,1148
1149,SNAPC3,1149
1150,ITCH,1150
1151,SMARCD3,1151
1152,RNF170,1152
1153,NIPSNAP3A,1153
1154,NDC80,1154
1155,C1orf9,1155
1156,GPC4,1156
1157,MMP2,1157
1158,HLA-DRB1,1158
1159,CTBP1,1159
1160,SLC46A3,1160
1161,FAM188A,1161
1162,GLIPR2,1162
1163,RCOR3,1163
1164,FAM135A,1164
1165,COPS3,1165
1166,ZBTB10,1166
1167,BBS2,1167
1168,PENK,1168
1169,PTDSS1,1169
1170,ERCC-00053,1170
1171,ASXL1,1171
1172,EMB,1172
1173,KLHL12,1173
1174,STT3B,1174
1175,ZNF90,1175
1176,HRSP12,1176
1177,SMYD2,1177
1178,ENOPH1,1178
1179,CSRP2,1179
1180,TRIM2,1180
1181,MAGI3,1181
1182,CLGN,1182
1183,FYTTD1,1183
1184,NFIA,1184
1185,ATRNL1,1185
1186,AP1M2,1186
1187,PJA2,1187
1188,APBB2,1188
1189,SAMD8,1189
1190,ARNT2,1190
1191,HIF3A,1191
1192,POU2F1,1192
1193,SEMA5A,1193
1194,RARG,1194
1195,MYCN,1195
1196,FOXJ2,1196
1197,TMF1,1197
1198,TRIP13,1198
1199,TPD52,1199
1200,TMEM47,1200
1201,LRRN1,1201
1202,POLR2I,1202
1203,PABPC4L,1203
1204,HOXB7,1204
1205,CSDE1,1205
1206,AK4,1206
1207,MYCT1,1207
1208,PHLPP1,1208
1209,MCM6,1209
1210,C20orf112,1210
1211,POLR1B,1211
1212,ZNF585B,1212
1213,TMEM64,1213
1214,MRPS9,1214
1215,MICU1,1215
1216,TCEA1,1216
1217,ANGPT2,1217
1218,ODC1,1218
1219,ENO1,1219
1220,KIAA1804,1220
1221,GCNT1,1221
1222,HECA,1222
1223,TDP2,1223
1224,YAF2,1224
1225,POP5,1225
1226,STXBP5,1226
1227,ZNF317,1227
1228,MCM2,1228
1229,MIA3,1229
1230,TXLNG,1230
1231,PRSS35,1231
1232,ERCC-00043,1232
1233,TRDN,1233
1234,RFC4,1234
1235,TRUB1,1235
1236,ZNF488,1236
1237,GCNT2,1237
1238,VSIG10,1238
1239,PAK1,1239
1240,S1PR3,1240
1241,VWA5A,1241
1242,EIF2C4,1242
1243,SMYD5,1243
1244,ZEB1,1244
1245,HMGN2,1245
1246,ERCC-00112,1246
1247,FBXO28,1247
1248,RBMS3,1248
1249,COL4A5,1249
1250,CLCN3,1250
1251,ZNF92,1251
1252,LIFR,1252
1253,NUFIP1,1253
1254,SOX5,1254
1255,SYNE2,1255
1256,TIMM21,1256
1257,ACOX3,1257
1258,PCDH17,1258
1259,SLC43A3,1259
1260,GLMN,1260
1261,E2F4,1261
1262,HLX,1262
1263,RPF2,1263
1264,NUAK1,1264
1265,DPH2,1265
1266,TRIAP1,1266
1267,MKI67IP,1267
1268,APEX1,1268
1269,CD200,1269
1270,DCLK1,1270
1271,ALS2CR8,1271
1272,PBX1,1272
1273,HAND2,1273
1274,MDM4,1274
1275,SOX3,1275
1276,FAM69A,1276
1277,DBF4,1277
1278,PRCP,1278
1279,TMPRSS11E,1279
1280,NUMB,1280
1281,RFC5,1281
1282,ANKRD44,1282
1283,TRAPPC8,1283
1284,ZWILCH,1284
1285,THAP9,1285
1286,CREB3L4,1286
1287,OXTR,1287
1288,ERCC-00092,1288
1289,AFF4,1289
1290,TIMP3,1290
1291,CA12,1291
1292,LIMCH1,1292
1293,CALCOCO1,1293
1294,RABGAP1L,1294
1295,ST5,1295
1296,LMO2,1296
1297,NFKBIB,1297
1298,EARS2,1298
1299,PLEKHA6,1299
1300,ZNF512,1300
1301,PRICKLE1,1301
1302,METTL13,1302
1303,GRHL1,1303
1304,FARSB,1304
1305,UPF1,1305
1306,SERPINB1,1306
1307,MXD4,1307
1308,PTMA,1308
1309,STK38L,1309
1310,ANKRD28,1310
1311,ERCC-00062,1311
1312,NFIB,1312
1313,WDR35,1313
1314,PGR,1314
1315,TAOK3,1315
1316,KIAA1715,1316
1317,RIOK1,1317
1318,HAPLN1,1318
1319,TDRD7,1319
1320,LRIG3,1320
1321,SLITRK2,1321
1322,DKK1,1322
1323,VPS54,1323
1324,ITGB3BP,1324
1325,DKK4,1325
1326,STAT2,1326
1327,CASD1,1327
1328,KAL1,1328
1329,EZH2,1329
1330,ZNF764,1330
1331,TOP2A,1331
1332,CCDC6,1332
1333,YAE1D1,1333
1334,XRCC6,1334
1335,RBM14,1335
1336,OPTN,1336
1337,COL5A1,1337
1338,KIAA1462,1338
1339,C4orf46,1339
1340,TRIM25,1340
1341,LRR1,1341
1342,ILF2,1342
1343,ITGA6,1343
1344,GATA4,1344
