Gene1,Gene2
CTNNB1,TTC27
CTNNB1,E2F7
CTNNB1,MT1X
CTNNB1,ECHDC1
CTNNB1,NCAPG
CTNNB1,HMGA1
CTNNB1,NREP
CTNNB1,PHB2
CTNNB1,SKA3
CTNNB1,ABCA1
CTNNB1,TTC4
CTNNB1,SNAI2
CTNNB1,GATA4
CTNNB1,ASNS
CTNNB1,NAT10
CTNNB1,AKAP1
CTNNB1,SNRPB
CTNNB1,MIA3
CTNNB1,MICU1
DNMT3B,CBX3
DNMT3B,MAFG
DNMT3B,OXTR
DNMT3B,ALDH18A1
EGR1,U2AF1
EGR1,MICU1
EGR1,WDHD1
EGR1,UCHL3
EGR1,NOL11
EGR1,SIRT1
EGR1,PDCD11
EGR1,KAT7
EGR1,TMEM131
EGR1,NIPSNAP1
EGR1,ARID4B
EGR1,KDELR3
EGR1,POLR1C
EGR1,ZFC3H1
EGR1,LCMT1
EGR1,ZNF764
EGR1,SMYD5
EGR1,LAP3
EGR1,AFF4
EGR1,DNAJC2
EGR1,KIF13B
EGR1,COL1A1
EGR1,PTGR1
EGR1,DCAF6
EGR1,CREB3L2
EGR1,EEF1A1
EGR1,KIF15
EGR1,IMPAD1
EGR1,TRIM37
EGR1,HNRNPD
EGR1,CRABP2
EGR1,ESPL1
EGR1,SFPQ
EGR1,TMEM87B
EGR1,CTNNB1
EGR1,MAK16
EGR1,ANKMY2
EGR1,SLC39A8
EGR1,RNF19A
EGR1,SNAI1
EGR1,ENOPH1
EGR1,HMGN2
EGR1,SNX18
EGR1,ZSWIM6
EGR1,ZNF3
EGR1,ASXL1
EGR1,PGM2
EGR1,NUP54
EGR1,PRIM1
EGR1,CASD1
EGR1,SENP7
EGR1,GXYLT1
EGR1,HNRNPAB
EGR1,MEX3C
EGR1,DPY19L1
EGR1,UBL3
EGR1,SALL2
EGR1,SMARCD3
EGR1,POLR3G
EGR1,TRIM33
EGR1,SSX2IP
EGR1,TGFB1
EGR1,SKIL
EGR1,AHNAK
EGR1,PNRC1
EGR1,YBX1
EGR1,DNAJC11
EGR1,GPR108
EGR1,BOD1
EGR1,PNPLA8
EGR1,SPRY2
EGR1,ANKZF1
EGR1,ANKRD26
EGR1,PLAGL1
EGR1,GGCT
EGR1,CXXC1
EGR1,CNBP
EGR1,DSE
EGR1,NUCB2
EGR1,MND1
EGR1,APEX1
EGR1,PAK1
EGR1,SH3BP5
EGR1,TDRD7
EGR1,NUMB
EGR1,KLF8
EGR1,NEDD4
EGR1,MED14
EGR1,ETV4
EGR1,VPS13C
EGR1,NOP16
EGR1,URB2
EGR1,CBX3
EGR1,NUP35
EGR1,DNAAF2
EGR1,NAGA
EGR1,TEX10
EGR1,POLA1
EGR1,ECI2
EGR1,TRIAP1
EGR1,NFXL1
EGR1,PLAGL2
EGR1,B4GALT4
EGR1,CCDC82
EGR1,FTSJ3
EGR1,NOG
EGR1,FOXJ1
EGR1,KIF22
EGR1,REL
EGR1,PSIP1
EGR1,TCF19
EGR1,TIMM21
EGR1,EARS2
EGR1,ZNF160
EGR1,SH2B3
EGR1,ATG4C
EGR1,ARHGAP42
EGR1,THYN1
EGR1,ACAD8
EGR1,METTL1
EGR1,RHOBTB3
EGR1,SAMD8
EGR1,ARFGAP3
EGR1,CHD9
EGR1,ZCCHC24
EGR1,HOMER1
EGR1,MIA3
EGR1,JMJD1C
EGR1,ACTL6A
EGR1,PCK2
EGR1,RGPD2
EGR1,MAN2A1
EGR1,RBPJ
EGR1,XRCC6
EGR1,NONO
EGR1,CALCOCO2
EGR1,BBIP1
EGR1,POLDIP3
EGR1,NDUFC2-KCTD14
EGR1,TRAPPC8
EGR1,ZFP62
EGR1,CUX1
EGR1,ZFYVE16
EGR1,TCF4
EGR1,RMI1
EGR1,HNRNPK
EGR1,WDR35
EGR1,FARSB
EGR1,POLR2M
EGR1,LTV1
EGR1,CPSF3
EGR1,GALNT11
EGR1,TGFBR1
EGR1,NIF3L1
EGR1,MCM7
EGR1,ETV3
EGR1,ZNF24
EGR1,HIF1A
EGR1,KHSRP
EGR1,ZNF8
EGR1,COX10
EGR1,PRICKLE1
EGR1,ANXA3
EGR1,SLC2A1
EGR1,RNF24
EGR1,RAD50
EGR1,FOXN2
EGR1,PARP1
EGR1,TFE3
EGR1,ZNF280B
EGR1,RABEPK
EGR1,RFESD
EGR1,KIAA1324L
EGR1,SECISBP2L
EGR1,SRGAP1
EGR1,SLC36A4
EGR1,BEX2
EGR1,KIAA1841
EGR1,TJP2
EGR1,EIF5A2
EGR1,KIF16B
EGR1,MIF
EGR1,ATP2B4
EGR1,POU2F1
EGR1,RAI14
EGR1,MDM4
EGR1,PUS7
EGR1,REV3L
EGR1,C18orf21
EGR1,MAN1A1
EGR1,YAF2
EGR1,RABGAP1L
EGR1,METAP1
EGR1,ZNF142
EGR1,CDC25C
EGR1,DOK4
EGR1,RUVBL1
EGR1,MEF2D
EGR1,LIG4
EGR1,UBL7
EGR1,BBS4
EGR1,GCNT1
EGR1,MFN2
EGR1,RCAN2
EGR1,TIPARP
EGR1,PRKACB
EGR1,PTDSS1
EGR1,WDR75
EGR1,ANKRD13A
EGR1,RUVBL2
EGR1,FRMD6
EGR1,PHB2
EGR1,CDCA5
EGR1,KLF5
EGR1,HCFC1
EGR1,GLDC
EGR1,SLC39A11
EGR1,NXF1
EGR1,HOOK1
EGR1,ZKSCAN1
EGR1,ALG6
EGR1,PRTG
EGR1,ALDH2
EGR1,LBH
EGR1,RBFOX2
EGR1,ANKRD50
EGR1,CDCA7
EGR1,ELOVL2
EGR1,GATAD2A
EGR1,ADAMTS3
EGR1,TMEM177
EGR1,MYOF
EGR1,TP53
EGR1,SEMA6A
EGR1,NIP7
EGR1,ZNF398
EGR1,WWTR1
EGR1,ZDHHC2
EGR1,ST8SIA4
EGR1,LRP12
EGR1,MCM4
EGR1,ZNF202
EGR1,PPARGC1B
EGR1,GRHL2
EGR1,GTF2H2
EGR1,COMMD3-BMI1
EGR1,COMMD3
EGR1,HDGF
EGR1,CCDC6
EGR1,CAD
EGR1,TRIM35
EGR1,PDGFA
EGR1,TTC39C
EGR1,ODC1
EGR1,CDC7
EGR1,CA2
EGR1,STAT3
EGR1,FBXO36
EGR1,TMEM126B
EGR1,FBXO28
EGR1,LIFR
EGR1,FNDC3B
EGR1,TTC4
EGR1,SNUPN
EGR1,CCDC90B
EGR1,PDE3B
EGR1,SLC43A3
EGR1,CCNG2
EGR1,ACBD3
EGR1,ZNF165
EGR1,CITED2
EGR1,JUND
EGR1,ABLIM1
EGR1,ZRANB2
EGR1,ARNT2
EGR1,ELL2
EGR1,DDX54
EGR1,ZNF219
EGR1,TRIP11
EGR1,XRCC5
EGR1,ENC1
EGR1,SYT1
EGR1,PER3
EGR1,PREX1
EGR1,MXI1
EGR1,LEF1
EGR1,CSPP1
EGR1,IRF1
EGR1,EPHA1
EGR1,ARID3B
EGR1,SMAD5
EGR1,LHX1
EGR1,PITX2
EGR1,UTP18
EGR1,MBTD1
EGR1,AGL
EGR1,E2F4
EGR1,MAML3
EGR1,TSR2
EGR1,TADA1
EGR1,MECOM
EGR1,ARID3A
EGR1,SPPL2A
EGR1,WDFY1
EGR1,SNRPB
EGR1,TFB2M
EGR1,PELI2
EGR1,ZNF518B
EGR1,PLXNA2
EGR1,DNMT3A
EGR1,RFXANK
EGR1,RPP40
EGR1,FER
EGR1,SPRED2
EGR1,PPP1R9A
EGR1,PHF21A
EGR1,PALB2
EGR1,DNMT1
EGR1,MAEA
EGR1,PLK2
EGR1,NR2C1
EGR1,ARHGAP29
EGR1,SAAL1
EGR1,NECAP2
EGR1,TRAF6
EGR1,ZFYVE21
EGR1,TBX3
EGR1,ETS1
EGR1,SNRPD1
EGR1,FBXO34
EGR1,PLS1
EGR1,SEC11C
EGR1,NFIC
EGR1,NCOA6
EGR1,MYO5B
EGR1,UTP14A
EGR1,PPIL1
EGR1,SCO1
EGR1,LPGAT1
EGR1,SMARCD1
EGR1,RAE1
EGR1,GALNT7
EGR1,ALDOC
EGR1,PPIC
EGR1,NOC3L
EGR1,GPATCH4
EGR1,E2F7
EGR1,TFAP2A
EGR1,ST3GAL6
EGR1,SOX2
EGR1,CCDC50
EGR1,TATDN1
EGR1,PPM1K
EGR1,SLC35A3
EGR1,GATA6
EGR1,POLQ
EGR1,OPTN
EGR1,MCM2
EGR1,FIG4
EGR1,EXOSC3
EGR1,RRN3
EGR1,PDCD2
EGR1,BAMBI
EGR1,PALLD
EGR1,XRN1
EGR1,CDCA7L
EGR1,HS3ST3A1
EGR1,MMP16
EGR1,BCAT2
EGR1,FOXN3
EGR1,SATB1
EGR1,FAM126B
EGR1,MYBBP1A
EGR1,RTKN2
EGR1,PHLDB2
EGR1,FLVCR2
EGR1,WDR3
EGR1,MSX1
EGR1,EOMES
EGR1,CDH2
EGR1,NCAM1
EGR1,WWP1
EGR1,COBLL1
EGR1,BMP4
EGR1,CALB1
EGR1,COL11A1
EGR1,PDGFRA
EGR1,DUSP4
EGR1,AR
EGR1,PLAU
EGR1,CLDN10
EGR1,MITF
EGR1,IFI16
EGR1,AP1M2
EGR1,AEBP1
EGR1,PAM
EGR1,MEIS2
EGR1,TEAD4
EGR1,WLS
EGR1,GALM
EGR1,EHD3
EGR1,SCG3
EGR1,GABRB3
EGR1,ZFHX3
EGR1,FOXK1
EGR1,APBB2
EGR1,PROSER1
EGR1,FOXF1
EGR1,ALCAM
EGR1,LRRN1
EGR1,ACSS3
EGR1,HIST1H1B
EGR1,DCLK1
EGR1,CCDC80
EGR1,COL5A1
EGR1,ZNF521
EGR1,GPX7
EGR1,SLC29A1
EGR1,LDB2
EGR1,FLI1
EGR1,ZFP42
EGR1,SPIB
EGR1,RORB
EGR1,TRERF1
EGR1,ARMC4
EGR1,DAB1
EGR1,ITGA4
EGR1,FBN2
EOMES,CER1
EOMES,HESX1
EOMES,DCLK1
EOMES,SAMD3
EOMES,TIAM1
EOMES,KLHL4
EOMES,SLC7A5
EOMES,HNRNPD
EOMES,KIAA1324L
EOMES,RIPPLY1
EOMES,OTX2
EOMES,PODXL
EOMES,RASGRP3
EOMES,NCAM1
EOMES,ACSS3
EOMES,SMARCD3
EOMES,SNUPN
EOMES,MATN3
EOMES,PALB2
EOMES,FLVCR2
EOMES,ANKRD13A
EOMES,TNC
EOMES,ANGPT2
EOMES,VWA5A
EOMES,LIN28A
EOMES,CBX3
EOMES,DNAJC2
EOMES,TLE2
EOMES,S100A10
EOMES,POLQ
EOMES,SERINC3
EOMES,PDE4D
EOMES,SVIL
EOMES,ZNF202
EOMES,CA14
EOMES,BTF3
EOMES,CLGN
EOMES,RND3
EOMES,MAMLD1
EOMES,TTC39B
EOMES,SIPA1L2
EOMES,GATA4
EOMES,CREB3L4
EOMES,SEMA3E
EOMES,ALPK2
EOMES,LIX1
EOMES,MECOM
EOMES,PIP4K2A
EOMES,POU2F1
EOMES,ODF2
EOMES,PLAGL1
EOMES,UNC5D
EOMES,BCAR3
EOMES,C4orf46
EOMES,NUP54
EOMES,NANOG
EOMES,TWISTNB
EOMES,ETV4
EOMES,RABGAP1L
EOMES,DAAM1
EOMES,PCDH17
EOMES,GLRX
EOMES,GYPB
EOMES,SYT1
EOMES,DDX54
EOMES,FAM117B
EOMES,PLOD2
EOMES,JMJD1C
EOMES,POLDIP3
EOMES,ARMC4
EOMES,DAB1
EOMES,FOXH1
EOMES,MGST2
EOMES,ETV7
EOMES,AFF1
EOMES,PRICKLE1
EOMES,KLHL6
EOMES,TNFRSF11B
EOMES,RAI1
EOMES,DYNC1I1
EOMES,DKK4
EOMES,CEP85L
EOMES,PLAU
EOMES,ATG4C
EOMES,WDR3
EOMES,UPF2
EOMES,ZNF521
EOMES,SLC39A8
EOMES,CPD
EOMES,ETV3
EOMES,SDC2
EOMES,FXR1
EOMES,IFI16
EOMES,ETV1
EOMES,DPY19L1
EOMES,CDC7
EOMES,IFRD2
EOMES,SLITRK2
EOMES,TTK
EOMES,SLC7A3
EOMES,HOPX
EOMES,CCDC50
EOMES,GSC
EOMES,PRIM1
EOMES,ZFP62
EOMES,TRIM37
EOMES,PAM
EOMES,ARHGAP28
EOMES,CPE
EOMES,ATP2B4
EOMES,CCDC90B
EOMES,RAD51
EOMES,RGS5
EOMES,ENC1
EOMES,MFAP4
EOMES,SNAPC3
EOMES,USP1
EOMES,ARRB1
EOMES,MITF
EOMES,TFAP4
EOMES,SMG6
EOMES,COL4A6
EOMES,EEF1A1
EOMES,ESCO2
EOMES,TMEM177
EOMES,TEAD4
EOMES,NCOA6
EOMES,TP53
EOMES,WDHD1
EOMES,DKK1
EOMES,SH2B3
EOMES,MDM4
EOMES,SEMA6A
EOMES,SPRY2
EOMES,CCNG2
EOMES,BAMBI
EOMES,ZNF589
EOMES,MAP7
EOMES,TMEM64
EOMES,TLE1
EOMES,RNF138
EOMES,GYPE
EOMES,NAA15
EOMES,ZNF3
EOMES,SALL2
EOMES,CALB1
EOMES,KDELR3
EOMES,GATA6
EOMES,NPFFR2
EOMES,ARID5B
EOMES,GCNT2
EOMES,NRIP1
EOMES,NDUFC2-KCTD14
EOMES,NFKBIA
EOMES,BOD1
EOMES,CALCOCO1
EOMES,SLC39A14
EOMES,CDCA7
EOMES,CLCN3
EOMES,ALDOC
EOMES,SLC39A7
EOMES,ZSWIM6
EOMES,CRABP2
EOMES,PREPL
EOMES,UPF3B
EOMES,MXI1
EOMES,CD9
EOMES,COPS3
EOMES,ECI2
EOMES,OPTN
EOMES,ISL1
EOMES,AK4
EOMES,RXRG
EOMES,PPM1H
EOMES,NOL11
EOMES,MIA3
EOMES,ZNF83
EOMES,NUAK1
EOMES,RCOR3
EOMES,PPM1K
EOMES,RAD51AP1
EOMES,FBN2
EOMES,TMEM38B
EOMES,ARL4D
EOMES,HEATR1
EOMES,SRSF2
EOMES,PGM2
EOMES,SLC39A11
EOMES,LGALSL
EOMES,RBPJ
EOMES,CAMK2D
EOMES,POLR2A
EOMES,HIF1A
EOMES,FLRT2
EOMES,CA2
EOMES,NAA25
EOMES,SRSF1
EOMES,ST8SIA1
EOMES,SKA3
EOMES,OAS1
EOMES,SIRT1
EOMES,TLE3
EOMES,STIM2
EOMES,NAT10
EOMES,INSIG2
EOMES,DCAF5
EOMES,GALM
EOMES,TP53INP1
EOMES,ADAMTS3
EOMES,TRIAP1
EOMES,SFPQ
EOMES,TRIB1
EOMES,NOC3L
EOMES,SH3BP5
EOMES,HDAC9
EOMES,EARS2
EOMES,ANKRD13C
EOMES,DNMT1
EOMES,WLS
EOMES,RMI1
EOMES,HNRNPK
EOMES,RGPD2
EOMES,PAK1
EOMES,POLR3G
EOMES,KAT7
EOMES,PMP22
EOMES,PALLD
EOMES,NAV2
EOMES,DUSP4
EOMES,RAI14
EOMES,KLF8
EOMES,PPT2
EOMES,MRPL1
EOMES,ILF3
EOMES,GPSM2
EOMES,SDCCAG8
EOMES,YPEL5
EOMES,BRWD1
EOMES,NUMB
EOMES,DNMT3A
EOMES,TCF7L1
EOMES,SERTAD2
EOMES,POLA1
EOMES,ASH2L
EOMES,UTP18
EOMES,MBTD1
EOMES,CTNNB1
EOMES,CCKBR
EOMES,C18orf21
EOMES,DENND1A
EOMES,CNKSR3
EOMES,ZRANB2
EOMES,SMYD5
EOMES,XPO5
EOMES,PRCP
EOMES,PGM1
EOMES,BTBD10
EOMES,TRDN
EOMES,KDM6A
EOMES,RAD50
EOMES,FNDC3B
EOMES,TMEM131
EOMES,PIM2
EOMES,MRPS35
EOMES,KIF16B
EOMES,CEP55
EOMES,MAGI3
EOMES,ZWILCH
EOMES,NTN4
EOMES,ADSS
EOMES,NUFIP1
EOMES,FOXP1
EOMES,ELAVL2
EOMES,ANKRD50
EOMES,KIF2C
EOMES,JAKMIP2
EOMES,PHLDB2
EOMES,MYBBP1A
EOMES,FN1
EOMES,SMAD5
EOMES,SEMA3A
EOMES,DDAH1
EOMES,DCAF6
EOMES,TSPAN12
EOMES,MAD2L1
EOMES,PHLDA1
EOMES,FREM1
EOMES,DNAJC9
EOMES,RAD54L
EOMES,PCDH7
EOMES,TCN2
EOMES,TMEM237
EOMES,SLC18B1
EOMES,RPF2
EOMES,PDE3B
EOMES,CDCA2
EOMES,TIPIN
EOMES,EDEM3
EOMES,CUX1
EOMES,ZEB1
EOMES,CRX
EOMES,ANKRD1
EOMES,NEDD4
EOMES,UBTF
EOMES,RBFOX2
EOMES,HAS2
EOMES,TIPARP
EOMES,KLF7
EOMES,C3orf14
EOMES,ZNF219
EOMES,GPC4
EOMES,STAT3
EOMES,CITED2
EOMES,TIMM21
EOMES,KLHL28
EOMES,CDC25C
EOMES,TMEM126B
EOMES,KIF21A
EOMES,MAPRE2
EOMES,ASXL1
EOMES,AARS
EOMES,MORC4
EOMES,CCDC138
EOMES,SEMA6D
EOMES,TMEM87A
EOMES,CCDC141
EOMES,VEZT
EOMES,FGD6
EOMES,SLC6A15
EOMES,KAT6A
EOMES,FAM135A
EOMES,MAML3
EOMES,MAFF
EOMES,ACBD6
EOMES,VRK1
EOMES,SNRPB
EOMES,CSDE1
EOMES,TRIP11
EOMES,TJP2
EOMES,LIG4
EOMES,FBN1
EOMES,EIF5A2
EOMES,DNAJC11
EOMES,CYYR1
EOMES,AFF4
EOMES,TATDN1
EOMES,SPIB
EOMES,NPM1
EOMES,EMB
EOMES,ARFGAP3
EOMES,MOB3B
EOMES,FAM126B
EOMES,CCDC112
EOMES,NREP
EOMES,FOXN3
EOMES,SECISBP2L
EOMES,POLR2G
EOMES,HELZ
EOMES,FOXN2
EOMES,ATF6
EOMES,VIM
EOMES,FAM20A
EOMES,PTMA
EOMES,HPS5
EOMES,GALNT11
EOMES,FUBP1
EOMES,WDR75
EOMES,PA2G4
EOMES,NFAT5
EOMES,ARID3A
EOMES,SLFN5
EOMES,PRKACB
EOMES,MED16
EOMES,REV3L
EOMES,PHF21A
EOMES,OSBPL10
EOMES,BUB1B
EOMES,ARHGAP42
EOMES,PAK1IP1
EOMES,SNAI2
EOMES,LRP12
EOMES,HSD17B11
EOMES,SCD5
EOMES,TCF19
EOMES,METAP1
EOMES,MEIS2
EOMES,CREB3L2
EOMES,CAP2
EOMES,NFKBIB
EOMES,SLC35F1
EOMES,NBEAL1
EOMES,COL4A5
EOMES,PRSS35
EOMES,HOMER1
EOMES,FBXO36
EOMES,ESRP1
EOMES,REL
EOMES,CCPG1
EOMES,VHL
EOMES,P4HA1
EOMES,FARSB
EOMES,EXO1
EOMES,ERRFI1
EOMES,ANKRD28
EOMES,KIF15
EOMES,ERLEC1
EOMES,ARID3B
EOMES,NIF3L1
EOMES,JUND
EOMES,NECAP2
EOMES,NAP1L3
EOMES,MED14
EOMES,THYN1
EOMES,HMGA1
EOMES,ACAD8
EOMES,ZFHX3
EOMES,IQGAP2
EOMES,CSPP1
EOMES,BCL11A
EOMES,TEX10
EOMES,MCM7
EOMES,MCM4
EOMES,CXXC1
EOMES,RPA2
EOMES,KIFAP3
EOMES,EWSR1
EOMES,TDP2
EOMES,NTS
EOMES,HOOK1
EOMES,VANGL1
EOMES,LRRN1
EOMES,UTP14A
EOMES,KLF5
EOMES,EPCAM
EOMES,RRAGD
EOMES,PBX1
EOMES,SNX14
EOMES,RFC3
EOMES,GYPA
EOMES,BCLAF1
EOMES,AGL
EOMES,PNRC1
EOMES,HMGN2
EOMES,TSR1
EOMES,MAFG
EOMES,DEPDC1B
EOMES,TGFBR3
EOMES,PPP3CA
EOMES,NEK7
EOMES,HCFC1
EZH2,RGPD2
EZH2,POU3F1
EZH2,RSPO3
EZH2,ELOVL2
EZH2,GRP
EZH2,PLAGL1
EZH2,PGR
EZH2,LGR5
EZH2,ZFPM2
EZH2,HOPX
EZH2,PLCE1
EZH2,SEMA6D
EZH2,CRHBP
EZH2,NFIA
EZH2,DOK6
EZH2,SVEP1
EZH2,ST8SIA1
EZH2,ERBB4
EZH2,LIMCH1
EZH2,NAV2
EZH2,CPVL
EZH2,SOX17
EZH2,SATB2
EZH2,ANKRD18B
EZH2,PLXNA2
EZH2,PDE4D
EZH2,GPR83
EZH2,DAB1
EZH2,CYP26A1
EZH2,ROR2
EZH2,PRTG
EZH2,TMOD1
EZH2,CCKBR
EZH2,ETV7
EZH2,EPHB2
EZH2,DUSP4
EZH2,EPB41L3
EZH2,MYO5B
EZH2,HTRA1
EZH2,FAM89A
EZH2,BMPER
EZH2,CYP1B1
EZH2,GATA4
EZH2,HECW2
EZH2,COLEC12
EZH2,LMO2
EZH2,SETD7
EZH2,GATM
EZH2,PDGFRA
EZH2,NTN4
EZH2,TWIST1
EZH2,MAMLD1
EZH2,CLSTN2
EZH2,SIX6
EZH2,LZTS1
EZH2,SCD5
EZH2,PDE3B
EZH2,HDAC9
EZH2,LEF1
EZH2,TUBA4A
EZH2,NFIC
EZH2,HOXB3
EZH2,NKX3-1
EZH2,FAM20A
EZH2,SMAD6
EZH2,MECOM
EZH2,ARHGAP29
EZH2,TGFBR3
EZH2,PMP22
EZH2,GSC
EZH2,ESRRG
EZH2,RORB
EZH2,PENK
EZH2,OXTR
EZH2,FBN2
EZH2,RAI1
EZH2,YAF2
EZH2,SLCO2A1
EZH2,ITGA4
EZH2,NOG
EZH2,NFATC1
EZH2,CD1D
EZH2,SOX7
EZH2,CHL1
EZH2,UNC5C
EZH2,FBN1
EZH2,PPARA
EZH2,DDAH1
EZH2,TRPA1
EZH2,NR0B1
EZH2,ZEB1
EZH2,FLI1
EZH2,GABRB2
EZH2,GATA2
EZH2,HAND2
EZH2,TRIM2
EZH2,MEIS1
EZH2,SLC39A8
EZH2,MLLT3
EZH2,LBH
EZH2,RBM24
EZH2,BMP4
EZH2,CPE
EZH2,E2F4
EZH2,LMX1B
EZH2,MCC
EZH2,ST3GAL6
EZH2,PLCB1
EZH2,DACH1
EZH2,CLDN11
EZH2,RFPL2
EZH2,HS3ST3A1
EZH2,BTG2
EZH2,TDRD7
EZH2,HAND1
EZH2,DCLK1
EZH2,FYTTD1
EZH2,MXI1
EZH2,B3GNT5
EZH2,SERPINE2
EZH2,RAB31
EZH2,MEIS2
EZH2,GAD1
EZH2,ANKRD44
EZH2,BMP2
EZH2,EIF5A2
EZH2,DYNC1I1
EZH2,SLITRK2
EZH2,HOXB7
EZH2,TGFB1
EZH2,HS3ST1
EZH2,FLRT2
EZH2,FRZB
EZH2,TBX20
EZH2,DLC1
EZH2,PCDH17
EZH2,PPIC
EZH2,CDH11
EZH2,GPX7
EZH2,ELAVL2
EZH2,SH3BP5
EZH2,CA12
EZH2,GLIPR2
EZH2,BHLHE40
EZH2,EOMES
EZH2,MPHOSPH6
EZH2,OTX2
EZH2,F3
EZH2,GRHL1
EZH2,LAMB1
EZH2,MITF
EZH2,PGM2
EZH2,LMO3
EZH2,MXRA5
EZH2,MMP2
EZH2,ELK3
FOXH1,SNX18
FOXH1,NPFFR2
FOXH1,CER1
FOXH1,ACSS3
FOXH1,SLC7A5
FOXH1,MECOM
FOXH1,MANEA
FOXH1,AFF1
FOXH1,FYTTD1
FOXH1,SPRY2
FOXH1,TTC39B
FOXH1,ARHGAP28
FOXH1,FLVCR2
FOXH1,MXI1
FOXH1,PSIP1
FOXH1,ZNF3
FOXH1,SEMA3E
FOXH1,CBX3
FOXH1,LGR4
FOXH1,ANGPT2
FOXH1,DEK
FOXH1,SVIL
FOXH1,RGMB
FOXH1,MCM4
FOXH1,KIAA1324L
FOXH1,PRDM1
FOXH1,PIP4K2A
FOXH1,ZNF202
FOXH1,HIF3A
FOXH1,OXTR
FOXH1,ACTC1
FOXH1,NANOG
FOXH1,GPM6B
FOXH1,KLHL4
FOXH1,RFPL2
FOXH1,EPHA4
FOXH1,AK4
FOXH1,ELAVL2
FOXH1,NEDD4
FOXH1,MPP6
FOXH1,CA14
FOXH1,MATN3
FOXH1,STAT2
FOXH1,OSBPL10
FOXH1,PAM
FOXH1,SLITRK2
FOXH1,TP53INP1
FOXH1,TLE2
FOXH1,CYP26A1
FOXH1,ROR2
FOXH1,GSC
FOXH1,KLF7
FOXH1,PIM2
FOXH1,BOD1
FOXH1,DDX54
FOXH1,ARID3B
FOXH1,PTDSS1
FOXH1,ABLIM1
FOXH1,ATP11B
FOXH1,ARID5B
FOXH1,BAMBI
FOXH1,FOXJ1
FOXH1,RIPPLY1
FOXH1,TLE3
FOXH1,NRP2
FOXH1,SKIL
FOXH1,ANKRD1
FOXH1,RGPD2
FOXH1,RAI1
FOXH1,CALB1
FOXH1,ADSS
FOXH1,PDE4D
FOXH1,PDPN
FOXH1,TMEM39A
FOXH1,TRIAP1
FOXH1,ESRRG
FOXH1,DNAJC2
FOXH1,SLC35F1
FOXH1,OIP5
FOXH1,NUSAP1
FOXH1,SRC
FOXH1,AARS
FOXH1,CCNE2
FOXH1,WDHD1
FOXH1,MEIS1
FOXH1,TIAM1
FOXH1,LIMCH1
FOXH1,OTX2
FOXH1,SMARCD3
FOXH1,HNRNPD
FOXH1,FRMD6
FOXH1,ETV1
FOXH1,RASGRP3
FOXH1,ALPK2
FOXH1,RGS5
FOXH1,TNC
FOXH1,WDFY1
FOXH1,C4orf46
FOXH1,NFIA
