Gene1,Gene2
BTAF1,LRRC1
BTAF1,HMGXB4
BTAF1,PDIA5
BTAF1,HIST1H2BK
BTAF1,REV1
BTAF1,CUX2
BTAF1,NOP56
BTAF1,SFI1
BTAF1,CUX1
BTAF1,SIN3B
BTAF1,CITED2
BTAF1,ZFP219
BTAF1,MTF2
BTAF1,BNIP3
BTAF1,MAML3
BTAF1,FUS
BTAF1,ATF4
BTAF1,ASXL1
BTAF1,RBPJ
BTAF1,PCBP2
BTAF1,HELLS
BTAF1,CTNNB1
BTAF1,SETX
BTAF1,PPP2R5A
BTAF1,TAF5
BTAF1,GORASP2
BTAF1,RPL5
BTAF1,E2F1
BTAF1,MATR3
BTAF1,ZFP335
BTAF1,POLE4
BTAF1,TFRC
BTAF1,RESF1
BTAF1,ELF1
BTAF1,HIST1H2AG
BTAF1,NOTCH2
BTAF1,MDK
BTAF1,PSIP1
BTAF1,SMARCA5
BTAF1,HSP90AA1
BTAF1,ULK1
BTAF1,HIST1H2AC
BTAF1,TMEM165
BTAF1,E2F6
BTAF1,ELP2
BTAF1,ELK4
BTAF1,BRCA2
BTAF1,FGF4
BTAF1,SMARCD1
BTAF1,STMN1
BTAF1,PHF20
BTAF1,ATF1
BTAF1,DIDO1
BTAF1,PCOLCE2
BTAF1,KPNA2
BTAF1,SIRT1
BTAF1,GLDC
BTAF1,MYLPF
BTAF1,ASH2L
BTAF1,EP400
BTAF1,GDPD5
BTAF1,FXR2
BTAF1,ODC1
BTAF1,ATP1B1
BTAF1,MCM6
BTAF1,SURF4
BTAF1,RANBP17
BTAF1,SUB1
BTAF1,SRRT
BTAF1,CRTAP
BTAF1,4930402H24RIK
BTAF1,HIST1H3H
BTAF1,HIST1H2BL
BTAF1,HIST1H2AI
BTAF1,MAML1
BTAF1,ALPL
BTAF1,HNRNPAB
BTAF1,RFX2
BTAF1,RNF14
BTAF1,MYBL2
BTAF1,MTHFD2
BTAF1,ATF5
BTAF1,COBL
BTAF1,NRF1
BTAF1,PRDM5
BTAF1,NACC1
BTAF1,HIST1H2AF
BTAF1,ORC2
BTAF1,F2R
BTAF1,MSH2
BTAF1,ASPH
BTAF1,YBX1
BTAF1,TPM4
BTAF1,TPD52
BTAF1,XBP1
BTAF1,PDK1
BTAF1,NEDD4
BTAF1,SHF
BTAF1,FBLIM1
BTAF1,PHC1
BTAF1,BRD7
BTAF1,SHROOM3
BTAF1,SLC25A36
BTAF1,CLN6
BTAF1,EZH1
BTAF1,ARID1A
BTAF1,HIST1H2BN
BTAF1,HIST1H2AK
BTAF1,LAMP1
BTAF1,APPBP2
BTAF1,TPM1
BTAF1,ZBTB39
BTAF1,RBL1
BTAF1,TXNDC12
BTAF1,BCLAF1
BTAF1,FOXJ3
BTAF1,CNOT6
BTAF1,ASAH1
BTAF1,TCF15
BTAF1,TIMELESS
BTAF1,PHLDA3
BTAF1,GNPTAB
BTAF1,CTNNBIP1
BTAF1,PATJ
BTAF1,NUP210
BTAF1,GNS
BTAF1,TCEA1
BTAF1,SRF
BTAF1,RAD54B
BTAF1,TAF10
BTAF1,SLC16A1
BTAF1,IQSEC1
BTAF1,TEAD4
BTAF1,YEATS2
BTAF1,DEK
BTAF1,CBX7
BTAF1,ASNS
BTAF1,USF1
BTAF1,RFX7
BTAF1,CAR2
BTAF1,OAT
BTAF1,BEX1
BTAF1,TULP3
BTAF1,SP1
BTAF1,KEAP1
BTAF1,ZFP148
BTAF1,SLC12A4
BTAF1,FUBP3
BTAF1,E2F2
BTAF1,GLIS2
BTAF1,GSR
BTAF1,MLXIP
BTAF1,AFF1
BTAF1,SMARCAD1
BTAF1,RRP1B
BTAF1,RNPEP
BTAF1,NSMAF
BTAF1,GCLM
BTAF1,TSG101
BTAF1,MARC2
BTAF1,RETREG2
BTAF1,TUBB4B
BTAF1,PELP1
BTAF1,TRIM28
BTAF1,CENPV
BTAF1,HMCES
BTAF1,ARF4
BTAF1,NOTCH1
BTAF1,HDAC1
BTAF1,ZBTB38
BTAF1,MKRN1
BTAF1,SMURF1
BTAF1,EBF4
BTAF1,EIF4A2
BTAF1,CNOT3
BTAF1,MSI2
BTAF1,EIF4EBP1
BTAF1,ARHGAP29
BTAF1,SERTAD2
BTAF1,PIAS2
BTAF1,ETV3
BTAF1,BSG
BTAF1,TSPAN4
BTAF1,SPC25
BTAF1,GLS
BTAF1,MAPKAPK2
BTAF1,HIST1H1D
BTAF1,XRCC6
BTAF1,ITPK1
BTAF1,SOD1
BTAF1,SERPINB6A
BTAF1,TMEM214
BTAF1,TMF1
BTAF1,PDCD6IP
BTAF1,LAMC1
BTAF1,FOXJ2
BTAF1,MOV10
BTAF1,5031439G07RIK
BTAF1,CAMSAP3
BTAF1,SRSF6
BTAF1,ITM2B
BTAF1,DNMT1
BTAF1,SUN2
BTAF1,ATP13A3
BTAF1,RPP25
BTAF1,BAG2
BTAF1,RELA
BTAF1,ATG16L2
BTAF1,CDH1
BTAF1,ZFP532
BTAF1,TSPAN9
BTAF1,SMARCA4
BTAF1,SEC31A
BTAF1,YEATS4
BTAF1,SMARCC1
BTAF1,GABPA
BTAF1,ZFP281
BTAF1,TRIM24
BTAF1,SQSTM1
BTAF1,SLC6A6
BTAF1,ZSWIM4
BTAF1,TXNDC11
BTAF1,MTA3
BTAF1,TRIM13
BTAF1,RNF2
BTAF1,CREB3
BTAF1,ABHD5
BTAF1,INSIG1
BTAF1,ELL2
BTAF1,ETV5
BTAF1,FAM83D
BTAF1,RFFL
BTAF1,AATF
BTAF1,ADGRE5
BTAF1,FAM102A
BTAF1,ITGA6
BTAF1,ZBTB43
BTAF1,RBM38
BTAF1,P3H1
BTAF1,ZFP277
BTAF1,SFPQ
BTAF1,TEAD1
BTAF1,CTNNAL1
BTAF1,ZFHX3
BTAF1,IRF1
BTAF1,CHN2
BTAF1,PDIA3
BTAF1,PODXL
BTAF1,APBB1
BTAF1,TOP2B
BTAF1,CARMIL1
BTAF1,HIST1H2BF
BTAF1,FOXP1
BTAF1,BTF3
BTAF1,NCOR1
BTAF1,SUZ12
BTAF1,FAM129B
BTAF1,CALM1
BTAF1,NFKBIA
BTAF1,RNF19A
BTAF1,KLF2
BTAF1,TCERG1
BTAF1,RRAS2
BTAF1,PARP1
BTAF1,LAMA1
BTAF1,FIZ1
BTAF1,SLC7A5
BTAF1,FAM168A
BTAF1,SELENOS
BTAF1,CALM2
BTAF1,NFATC3
BTAF1,HMGXB3
BTAF1,CD63
BTAF1,EWSR1
BTAF1,RIF1
BTAF1,ZFP276
BTAF1,SSB
BTAF1,AP1AR
BTAF1,NUP93
BTAF1,EDEM1
BTAF1,LRRC8D
BTAF1,RBFOX2
BTAF1,ARNT2
BTAF1,SENP3
BTAF1,MYCN
BTAF1,WBP11
BTAF1,RMND5B
BTAF1,SRSF3
BTAF1,HOXD13
BTAF1,CCNE1
BTAF1,POFUT2
BTAF1,LAD1
BTAF1,KDM5B
BTAF1,ESRRA
BTAF1,LDLRAP1
BTAF1,SEC61A1
BTAF1,HDAC5
BTAF1,HSPG2
BTAF1,MEF2D
BTAF1,ITGAV
BTAF1,ZFP592
BTAF1,EP300
BTAF1,AMOTL2
BTAF1,NKTR
BTAF1,TUBB6
BTAF1,GABARAPL2
BTAF1,RYBP
BTAF1,NR4A1
BTAF1,ZFP398
BTAF1,MSANTD3
BTAF1,MDM2
BTAF1,PLAGL2
BTAF1,SLC25A4
BTAF1,EZH2
BTAF1,JMJD1C
BTAF1,NR1D2
BTAF1,NFX1
BTAF1,DNAJC10
BTAF1,ZFP768
BTAF1,TXNDC5
BTAF1,TEX264
BTAF1,HDGF
BTAF1,GNPDA1
BTAF1,PHB2
BTAF1,MEF2A
BTAF1,RBMS1
BTAF1,TAF9
BTAF1,HDLBP
BTAF1,DDAH1
BTAF1,F3
BTAF1,ITGA9
BTAF1,HOOK1
BTAF1,CNOT7
BTAF1,PIAS1
BTAF1,ME1
BTAF1,HIF3A
BTAF1,SIDT2
BTAF1,TYRO3
BTAF1,BCL3
BTAF1,MSH6
BTAF1,MYO6
BTAF1,SLC7A6
BTAF1,LIFR
BTAF1,CTBP1
BTAF1,EED
BTAF1,ZFAND3
BTAF1,BRWD1
BTAF1,MME
BTAF1,ADAM23
BTAF1,NCOA3
BTAF1,MLLT1
BTAF1,QDPR
BTAF1,IGFBP2
BTAF1,PLEKHA7
BTAF1,HIF1A
BTAF1,PPIB
BTAF1,TRPS1
BTAF1,PATZ1
BTAF1,SERBP1
BTAF1,TNFAIP3
BTAF1,CDC5L
BTAF1,EHD1
BTAF1,IFRD1
BTAF1,DR1
BTAF1,LPCAT1
BTAF1,APLP1
BTAF1,PLXNB2
BTAF1,FZR1
BTAF1,EFEMP2
BTAF1,TNK2
BTAF1,CDC42SE2
BTAF1,RTN1
BTAF1,SSBP4
BTAF1,LDB1
BTAF1,ZBTB24
BTAF1,RARA
BTAF1,PDLIM1
BTAF1,P4HB
BTAF1,HDAC2
BTAF1,PHGDH
BTAF1,DAZAP2
BTAF1,PLXNA1
BTAF1,PDCD4
BTAF1,TET2
BTAF1,TCF12
BTAF1,PURA
BTAF1,PIAS3
BTAF1,SLC16A6
BTAF1,MRAS
BTAF1,KDELR2
BTAF1,P4HA1
BTAF1,RETREG1
BTAF1,LAMB2
BTAF1,PROS1
BTAF1,GGA2
BTAF1,CDCA7
BTAF1,TIMP2
BTAF1,TCF7
BTAF1,ILK
BTAF1,COIL
BTAF1,P3H4
BTAF1,SLC25A39
BTAF1,ELAVL2
BTAF1,RRM2
BTAF1,RFXAP
BTAF1,NFE2L1
BTAF1,PHF14
BTAF1,MFSD1
BTAF1,TBX3
BTAF1,SRM
BTAF1,SH3PXD2B
BTAF1,ZFP367
BTAF1,KIT
BTAF1,RAB11A
BTAF1,ANKRD54
BTAF1,AKAP12
BTAF1,ALDH2
BTAF1,PLOD2
BTAF1,CTCF
BTAF1,AIP
BTAF1,HMGB2
BTAF1,KLF3
BTAF1,RAI14
BTAF1,GRHL1
BTAF1,POLR2H
BTAF1,RPN1
BTAF1,GLIPR2
BTAF1,NFYA
BTAF1,LAMA5
BTAF1,NFE2L2
BTAF1,JDP2
BTAF1,HES1
BTAF1,BRPF1
BTAF1,GBX2
BTAF1,KDM3A
BTAF1,GRIN1
BTAF1,SEMA4C
BTAF1,ACTL6A
BTAF1,GRAMD1A
BTAF1,APEX1
BTAF1,ZFYVE21
BTAF1,RERE
BTAF1,PRRX2
BTAF1,EOMES
BTAF1,RBBP4
BTAF1,PRKAB1
BTAF1,RASGRP2
BTAF1,ERP29
BTAF1,USP28
BTAF1,SCMH1
BTAF1,ENAH
BTAF1,MAN1A2
BTAF1,KLF15
BTAF1,HDAC4
BTAF1,ANKRD6
BTAF1,AMFR
BTAF1,RAD51
BTAF1,NASP
BTAF1,HTT
BTAF1,UBE2C
BTAF1,RNF157
BTAF1,H1F0
BTAF1,SMARCC2
BTAF1,HSF2
BTAF1,PSAP
BTAF1,MT2
BTAF1,KAT2B
BTAF1,CKAP4
BTAF1,SMURF2
BTAF1,INTS12
BTAF1,TCF4
BTAF1,SMAD3
BTAF1,SPNS2
BTAF1,NFATC2IP
BTAF1,ARHGEF40
BTAF1,HSPB1
BTAF1,SYNE2
BTAF1,MDN1
BTAF1,SDCBP
BTAF1,PMS1
BTAF1,RBPMS2
BTAF1,DMRT1
BTAF1,FNDC3A
BTAF1,KLF4
BTAF1,LASP1
BTAF1,BCAM
BTAF1,TRP53BP1
BTAF1,IER2
BTAF1,GALNT2
BTAF1,FXR1
BTAF1,STAT5B
BTAF1,CCNB2
BTAF1,PTPN14
BTAF1,RNF6
BTAF1,JPT1
BTAF1,CPM
BTAF1,UCHL1
BTAF1,SOAT1
BTAF1,SLC25A22
BTAF1,PLOD3
BTAF1,PITX1
BTAF1,BEX3
BTAF1,COPS2
BTAF1,CLTC
BTAF1,DDX20
BTAF1,PMM1
BTAF1,LIMCH1
BTAF1,VANGL1
BTAF1,BNC2
BTAF1,FN1
BTAF1,WDFY1
BTAF1,CRY1
BTAF1,ERLIN1
BTAF1,SUN1
BTAF1,KRBA1
BTAF1,RCOR2
BTAF1,PGD
BTAF1,MAPK11
BTAF1,BEX4
BTAF1,EMX2
BTAF1,TMEM231
BTAF1,BTG1
BTAF1,CSTB
BTAF1,NDRG1
BTAF1,BTG2
BTAF1,ETV4
BTAF1,REST
BTAF1,ZFP57
BTAF1,NAA15
BTAF1,FRMD4A
BTAF1,CD9
BTAF1,EPHA2
BTAF1,TRIM2
BTAF1,AKR1B3
BTAF1,KHDC3
BTAF1,NR2C1
BTAF1,ZHX3
BTAF1,SRSF1
BTAF1,TCEA3
BTAF1,ARHGAP21
BTAF1,PKNOX2
BTAF1,PEG10
BTAF1,TNS1
BTAF1,SLC35F5
BTAF1,NR2F6
BTAF1,CSF1
BTAF1,ETS1
BTAF1,SOX2
BTAF1,CHCHD10
BTAF1,ILF3
BTAF1,SKIL
BTAF1,HYOU1
BTAF1,THRAP3
BTAF1,GABBR1
BTAF1,SEC24D
BTAF1,CUL7
BTAF1,DUSP3
BTAF1,WDR1
BTAF1,PAPOLA
BTAF1,GNG10
BTAF1,NFYB
BTAF1,ZFP91
BTAF1,CNOT2
BTAF1,SRPRB
BTAF1,APAF1
BTAF1,ADAM15
BTAF1,PARVB
BTAF1,ANK
BTAF1,ECPAS
BTAF1,CNOT8
BTAF1,ELF2
BTAF1,SMARCB1
BTAF1,TMED2
BTAF1,PREB
BTAF1,COL4A2
BTAF1,COL4A1
BTAF1,KLF9
BTAF1,HNRNPK
BTAF1,NPAS2
BTAF1,KHDRBS1
BTAF1,RARG
BTAF1,MAPK3
BTAF1,ZMYM2
BTAF1,PAX1
BTAF1,ARNTL
BTAF1,SDC4
BTAF1,TFEB
BTAF1,TGFB1
BTAF1,MXD4
BTAF1,LRP2
BTAF1,UBP1
BTAF1,SELENOI
BTAF1,SDF2L1
BTAF1,BASP1
BTAF1,TTC7
BTAF1,RB1
BTAF1,VEZF1
BTAF1,NRG2
BTAF1,MAFK
BTAF1,CEMIP
BTAF1,RRBP1
BTAF1,RBMXL2
BTAF1,MYO5B
BTAF1,ZBTB10
BTAF1,RCC2
BTAF1,ZMYND11
BTAF1,NRIP1
BTAF1,LHX2
BTAF1,CNDP2
BTAF1,TMEM150A
BTAF1,ABTB1
BTAF1,SOS2
BTAF1,ARPC1B
BTAF1,PIK3R1
BTAF1,POU6F1
BTAF1,PSME2
BTAF1,GPRC5C
BTAF1,PAX6
BTAF1,SET
BTAF1,SERPINE2
BTAF1,DNAJC2
BTAF1,ZEB2
BTAF1,DNAJC3
BTAF1,ZYX
BTAF1,EBF1
BTAF1,MCFD2
BTAF1,STARD10
BTAF1,GTF2H3
BTAF1,ANKS1
BTAF1,HSBP1
BTAF1,TCF7L2
BTAF1,FGF3
BTAF1,SSR3
BTAF1,SAP30
BTAF1,JUND
BTAF1,BAZ1A
BTAF1,CYBA
BTAF1,CACHD1
BTAF1,SLC1A5
BTAF1,ALG13
BTAF1,UHRF1
BTAF1,GTF3C1
BTAF1,IMPDH1
BTAF1,TBX18
BTAF1,UBE2S
BTAF1,SALL1
BTAF1,SREBF1
BTAF1,P4HA2
BTAF1,PLAG1
BTAF1,HEY2
BTAF1,FGFR4
BTAF1,DNMT3A
BTAF1,BARD1
BTAF1,ACADM
BTAF1,TRRAP
BTAF1,RUNX1
BTAF1,POLR2B
BTAF1,CBX6
BTAF1,UAP1
BTAF1,E2F4
BTAF1,MAPK8
BTAF1,ZFP236
BTAF1,ETV6
BTAF1,LRRK1
BTAF1,DDX54
BTAF1,DDB1
BTAF1,PHLDB2
BTAF1,ATF2
BTAF1,HDAC11
BTAF1,POLR1C
BTAF1,CARHSP1
BTAF1,HSP90B1
BTAF1,MLXIPL
BTAF1,TAX1BP3
BTAF1,SOCS2
BTAF1,TEAD3
BTAF1,SHISA5
BTAF1,MAPK13
BTAF1,FUT8
BTAF1,AHCY
BTAF1,MYH9
BTAF1,UBALD2
BTAF1,COTL1
BTAF1,SLC20A1
BTAF1,RAB3IL1
BTAF1,SMAD2
BTAF1,IRF2
BTAF1,MBD2
BTAF1,SINHCAF
BTAF1,MORF4L2
BTAF1,GALK1
BTAF1,POLR3D
BTAF1,PCSK6
BTAF1,GLUL
BTAF1,CENPB
BTAF1,SLC25A5
BTAF1,ERF
BTAF1,HNRNPD
BTAF1,HTRA1
BTAF1,MCAM
BTAF1,ABCC5
BTAF1,ANXA2
BTAF1,ACTG1
BTAF1,CHD4
BTAF1,TGFBR3
BTAF1,SRI
BTAF1,SNX2
BTAF1,CRAMP1L
BTAF1,BEND5
BTAF1,HDAC7
BTAF1,KANK2
BTAF1,OSTC
BTAF1,CHD5
BTAF1,KAT6B
BTAF1,PARVA
BTAF1,SLC38A2
BTAF1,RMC1
BTAF1,FST
BTAF1,PLK2
BTAF1,SPRY2
BTAF1,POU2F1
BTAF1,ZEB1
BTAF1,EYA1
BTAF1,GGTA1
BTAF1,EGR1
BTAF1,OBSL1
BTAF1,GNG2
BTAF1,TFCP2L1
BTAF1,SERPING1
BTAF1,PDIA6
BTAF1,MYL6
BTAF1,GTF2I
BTAF1,MSC
BTAF1,DDX21
BTAF1,UNG
BTAF1,POLR1B
BTAF1,HES6
BTAF1,UTF1
BTAF1,FHOD1
BTAF1,ECD
BTAF1,MIS18BP1
BTAF1,ERCC8
BTAF1,COBLL1
BTAF1,LMO4
BTAF1,HSPA8
BTAF1,ZFP710
BTAF1,TLE1
BTAF1,PRDM1
BTAF1,PHF2
BTAF1,CHST15
BTAF1,NOTUM
BTAF1,CREB3L2
BTAF1,CSRP2
BTAF1,NAGK
BTAF1,DAP
BTAF1,NFIL3
BTAF1,CTBP2
BTAF1,RNPEPL1
BTAF1,PXDN
BTAF1,SETD7
BTAF1,NFIB
BTAF1,PHF12
BTAF1,POLR2A
BTAF1,WWTR1
BTAF1,AGAP3
BTAF1,GSN
BTAF1,BCAT1
BTAF1,SIN3A
BTAF1,PHF1
BTAF1,SPEN
BTAF1,MEIS1
BTAF1,TRIM25
BTAF1,NFXL1
BTAF1,KLF10
BTAF1,APP
BTAF1,UBQLN2
BTAF1,CDC20
BTAF1,GLI2
BTAF1,RBM14
BTAF1,HSPH1
BTAF1,HMGCS1
BTAF1,FHL2
BTAF1,MYO1C
BTAF1,IRF6
BTAF1,CIC
BTAF1,FNDC3B
BTAF1,PLTP
BTAF1,ID4
BTAF1,AKT1
BTAF1,FOSL2
BTAF1,BIN1
BTAF1,TOX3
BTAF1,MTCL1
BTAF1,BMPER
BTAF1,SLC6A8
BTAF1,MPHOSPH8
BTAF1,PAWR
BTAF1,TCN2
BTAF1,CCND3
BTAF1,JARID2
BTAF1,IKBKB
BTAF1,CRIP2
BTAF1,DDX5
BTAF1,LOXL2
BTAF1,CDH6
BTAF1,ASS1
BTAF1,SIX5
BTAF1,ING1
BTAF1,HDAC3
BTAF1,PAFAH1B3
BTAF1,MANF
BTAF1,OVOL1
BTAF1,NFATC4
BTAF1,PFKP
BTAF1,SNAI1
BTAF1,PRDX1
BTAF1,GLI1
BTAF1,PDIA4
BTAF1,MAP3K1
BTAF1,POLR2E
BTAF1,SPOCK1
BTAF1,CTSZ
BTAF1,MAZ
BTAF1,NKRF
BTAF1,MAN1A
BTAF1,RBM47
BTAF1,SMS
BTAF1,HERPUD1
BTAF1,FBXO5
BTAF1,BARX1
BTAF1,SOX7
BTAF1,ING3
BTAF1,CLCN5
BTAF1,CBX4
BTAF1,COL27A1
BTAF1,TBPL1
BTAF1,CTDSPL
BTAF1,GHR
BTAF1,POU4F2
BTAF1,SOX4
BTAF1,TGIF1
BTAF1,SGK1
BTAF1,PTH1R
BTAF1,ESRRB
BTAF1,GFPT1
BTAF1,KDELR3
BTAF1,MITF
BTAF1,P3H2
BTAF1,SNAPC3
BTAF1,AQP3
BTAF1,EPS8
BTAF1,ATP6V0B
BTAF1,CRABP2
BTAF1,SMAD7
BTAF1,SLC9A6
BTAF1,GRB10
BTAF1,GCNT1
BTAF1,RBBP7
BTAF1,FAM234A
BTAF1,TBL1X
BTAF1,TMED9
BTAF1,POU4F1
BTAF1,STAT5A
BTAF1,NME2
BTAF1,CCN2
BTAF1,TCF20
BTAF1,SIRT2
BTAF1,PFKL
BTAF1,PITX2
BTAF1,ZDHHC15
BTAF1,VEGFA
BTAF1,DCXR
BTAF1,PBX4
BTAF1,TENM4
BTAF1,LY75
BTAF1,TWIST1
BTAF1,HMGA2
BTAF1,FGF10
BTAF1,SND1
BTAF1,SPRY4
BTAF1,ZFP423
BTAF1,ELK1
BTAF1,SLCO3A1
BTAF1,FOXQ1
BTAF1,ISYNA1
BTAF1,GAS6
BTAF1,SALL4
BTAF1,PIK3AP1
BTAF1,CDKN1A
BTAF1,NRG1
BTAF1,SIX1
BTAF1,JUN
BTAF1,ARHGEF5
BTAF1,EHMT2
BTAF1,MED15
BTAF1,HIST1H2BB
BTAF1,UBTF
BTAF1,COMMD3
BTAF1,CNOT6L
BTAF1,DAXX
BTAF1,GATA3
BTAF1,RLIM
BTAF1,FOXO1
BTAF1,GZF1
BTAF1,TRIB3
BTAF1,ZFPM1
BTAF1,LTBP4
BTAF1,ZFP980
BTAF1,BMP6
BTAF1,HOPX
BTAF1,PTTG1IP
BTAF1,D230025D16RIK
BTAF1,HIST1H4K
BTAF1,ZDHHC16
BTAF1,TMEM59
BTAF1,CNN2
BTAF1,BMI1
BTAF1,FGFR3
BTAF1,NSD1
BTAF1,ST3GAL6
BTAF1,TRH
BTAF1,TSHZ3
BTAF1,MORC4
BTAF1,ADAM19
BTAF1,PDE4DIP
BTAF1,ETL4
BTAF1,MED4
BTAF1,FOXD3
BTAF1,NDN
BTAF1,HMGA1B
BTAF1,HMGA1
BTAF1,TIMP3
BTAF1,PRDX4
BTAF1,MCM3
BTAF1,MSX2
BTAF1,BTBD11
BTAF1,CKB
BTAF1,TRIP11
BTAF1,MED21
BTAF1,SIRT3
BTAF1,GTF3C5
BTAF1,TAGLN2
BTAF1,PLOD1
BTAF1,CBX8
BTAF1,CHD7
BTAF1,AMPD2
BTAF1,MYDGF
BTAF1,EMP2
BTAF1,CDIPT
BTAF1,SLC26A10
BTAF1,SATB2
BTAF1,NR1H2
BTAF1,KLF13
BTAF1,MRPS5
BTAF1,TADA3
BTAF1,POLR2J
BTAF1,MGST3
BTAF1,LY6E
BTAF1,ATF3
BTAF1,NFIA
BTAF1,MEN1
BTAF1,DUSP6
BTAF1,NR3C1
BTAF1,KRTCAP2
BTAF1,EVA1A
BTAF1,PFAS
BTAF1,HK2
BTAF1,SEC23A
BTAF1,PCBD1
BTAF1,TFE3
BTAF1,STAG3
BTAF1,PTPN3
BTAF1,CCNB1
BTAF1,CTSD
BTAF1,UPP1
BTAF1,TFAP4
BTAF1,FOXO3
BTAF1,CST3
BTAF1,TFAP2C
BTAF1,NFATC1
BTAF1,DTX1
BTAF1,VSIR
BTAF1,COL18A1
BTAF1,GNAS
BTAF1,PITPNC1
BTAF1,LMF2
BTAF1,RUVBL1
BTAF1,ZFP296
BTAF1,ZBTB7A
BTAF1,CALU
BTAF1,FXYD6
BTAF1,FOXA2
BTAF1,CYP26A1
BTAF1,CITED1
BTAF1,GAA
BTAF1,ZFP275
BTAF1,PA2G4
BTAF1,MCM7
BTAF1,PCNA
BTAF1,MROH1
BTAF1,NR2F2
BTAF1,EPAS1
BTAF1,SORD
BTAF1,USP9X
BTAF1,ECT2
BTAF1,PDGFA
BTAF1,GJB3
BTAF1,ATF7
BTAF1,HIVEP2
BTAF1,CCNG1
BTAF1,DDIT3
BTAF1,MANBA
BTAF1,AARS
BTAF1,PDCD11
BTAF1,ATP6V0A1
BTAF1,EPHA4
BTAF1,KLF6
BTAF1,JAM2
BTAF1,IGF2
BTAF1,SPP1
BTAF1,PROX1
BTAF1,PEG3
BTAF1,COX7A1
BTAF1,MSMO1
BTAF1,CREB5
BTAF1,GFPT2
BTAF1,KRT19
BTAF1,ANP32A
BTAF1,GATA4
BTAF1,ARFGAP1
BTAF1,NEU1
BTAF1,PDGFRA
BTAF1,CCND1
BTAF1,ESPL1
BTAF1,NR0B1
BTAF1,ANKRD49
BTAF1,TMEM9
BTAF1,CTSA
BTAF1,KRT8
BTAF1,CLIC1
BTAF1,TXNIP
BTAF1,IDI1
BTAF1,MSL3
BTAF1,CTSL
