,Gene,index
649,TWIST1,649
650,ERCC-00136,650
651,PARP1,651
652,KLHL24,652
653,ERCC6L,653
654,ZFP42,654
655,FXR1,655
656,NRIP1,656
657,MAP3K2,657
658,CBFA2T2,658
659,LHX1,659
660,SF1,660
661,ZRANB2,661
662,ACTC1,662
663,ERCC-00044,663
664,REV3L,664
665,DNMT1,665
666,KLF7,666
667,CDCA7L,667
668,CCNA2,668
669,MEIS2,669
670,TGFB1,670
671,ARHGAP28,671
672,PPM1H,672
673,DNAAF2,673
674,DYNC2LI1,674
675,SRSF1,675
676,ERCC-00131,676
677,SETBP1,677
678,PDGFRA,678
679,CD9,679
680,DKK1,680
681,ID3,681
682,MEPE,682
683,ASS1,683
684,MAFG,684
685,RAVER2,685
686,ERCC-00108,686
687,GSC,687
688,GCM1,688
689,MBOAT1,689
690,APBB1,690
691,CTBP1,691
692,HEG1,692
693,CAP2,693
694,CBX3,694
695,ZNF107,695
696,WDR35,696
697,SMG6,697
698,MEF2D,698
699,QPCT,699
700,HOXB6,700
701,ISL1,701
702,PDCD4,702
703,SSFA2,703
704,ALS2CR8,704
705,ITM2A,705
706,CASD1,706
707,RBPJ,707
708,PRTG,708
709,CCDC80,709
710,LGALSL,710
711,SNX16,711
712,AEBP1,712
713,ERCC-00096,713
714,BARX2,714
715,TLE2,715
716,NDC80,716
717,ST8SIA4,717
718,ECI2,718
719,CCND1,719
720,SH3RF1,720
721,CA2,721
722,TBX3,722
723,ZNF24,723
724,TFE3,724
725,ERCC-00062,725
726,HOPX,726
727,AKAP2,727
728,MCM5,728
729,ERCC-00092,729
730,NUCB2,730
731,SERTAD2,731
732,GTF2H2,732
733,HIST1H1B,733
734,ZNF239,734
735,LIN28A,735
736,BRWD1,736
737,CEP55,737
738,ZEB1,738
739,PRPS2,739
740,EGR1,740
741,BCAR3,741
742,MYOCD,742
743,ARID5B,743
744,ETV1,744
745,C12orf23,745
746,WNT5A,746
747,SLC46A3,747
748,PITX2,748
749,DPYSL3,749
750,ZBTB10,750
751,DACH1,751
752,ANKRD26,752
753,SLC39A11,753
754,TSPAN12,754
755,WLS,755
756,HAPLN1,756
757,PTMA,757
758,ELMOD2,758
759,AIP,759
760,WWP1,760
761,FN1,761
762,SERHL2,762
763,GPSM2,763
764,PROM1,764
765,TNFRSF11B,765
766,TIPIN,766
767,TCF7L1,767
768,LRIG3,768
769,ERCC-00002,769
770,ANXA3,770
771,MCCC1,771
772,CITED2,772
773,ZHX3,773
774,POLR2G,774
775,DPF2,775
776,ASB9,776
777,ESCO2,777
778,NR0B1,778
779,NFE2L3,779
780,DDAH1,780
781,RALB,781
782,BCL11B,782
783,C11orf82,783
784,XRCC5,784
785,CSDE1,785
786,CDCA8,786
787,KIF23,787
788,ZNF238,788
789,FOXD3,789
790,HIF3A,790
791,KIF15,791
792,RND3,792
793,EZH2,793
794,RORB,794
795,E2F3,795
796,PSMD9,796
797,DUSP4,797
798,TRDN,798
799,INSIG2,799
800,ATG4C,800
801,PHF21A,801
802,TAF1L,802
803,EPHA4,803
804,NCAM1,804
805,PRDM1,805
806,ZNF160,806
807,PPPDE1,807
808,GTF3C4,808
809,SLC19A2,809
810,DDHD2,810
811,MRPS35,811
812,RXRG,812
813,CREB3L4,813
814,DTL,814
815,EHMT2,815
816,MAMLD1,816
817,ZNF8,817
818,KIAA1804,818
819,POLR2F,819
820,MYBBP1A,820
821,GPR83,821
822,RPP40,822
823,NR2C1,823
824,ZBTB38,824
825,BAG3,825
826,HAND1,826
827,SAMD3,827
828,COL5A1,828
829,SFMBT1,829
830,RBBP8,830
831,NOC3L,831
832,CIITA,832
833,BMPER,833
834,NUAK1,834
835,LIMD1,835
836,EWSR1,836
837,DUSP10,837
838,CEP290,838
839,POLR1C,839
840,TRAF6,840
841,ADAMTS3,841
842,FBXO28,842
843,ACOX3,843
844,ALYREF,844
845,NXT2,845
846,MAPK10,846
847,HOXB2,847
848,ZNF83,848
849,COBLL1,849
850,UNC5C,850
851,ERCC-00095,851
852,PBX1,852
853,ELMO1,853
854,TRIM27,854
855,VAMP7,855
856,KAT7,856
857,B4GALT4,857
858,WDR12,858
859,NAA15,859
860,SKA3,860
861,SHOX2,861
862,PLK1,862
863,SNAPC4,863
864,ZKSCAN1,864
865,GRHL2,865
866,MAFF,866
867,CPVL,867
868,IRF1,868
869,HMGN2,869
870,KAL1,870
871,ZFHX3,871
872,TRIM22,872
873,LEF1,873
874,TTC39B,874
875,ERCC-00004,875
876,FBXO5,876
877,CUL1,877
878,TTN,878
879,ATF6,879
880,PLAU,880
881,ATP11B,881
882,MLLT3,882
883,MFAP4,883
884,TGFB1I1,884
885,GDAP1,885
886,ISCA1,886
887,KDR,887
888,APEX1,888
889,ARID3A,889
890,ERCC-00009,890
891,KIAA1324L,891
892,HIF1A,892
893,MLL3,893
894,ID1,894
895,POU5F1,895
896,POLR2H,896
897,PTGR1,897
898,TPD52,898
899,STAT2,899
900,SNAI2,900
901,ANKRD1,901
902,NFIA,902
903,CCDC141,903
904,LRRCC1,904
905,GCA,905
906,NOL11,906
907,KRCC1,907
908,TEAD4,908
909,OXTR,909
